location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2010-07-25,12:00:00 PM,PST-8,Excessive Heat,0,0,0.00K,0.00K
SELAH HGTS,YAKIMA CO.,WA,2010-07-28,3:00:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-07-28,5:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2010-07-29,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
CASHMERE,CHELAN CO.,WA,2010-07-31,1:00:00 PM,PST-8,Heavy Rain,0,0,1.00K,0.00K
WINTHROP,OKANOGAN CO.,WA,2010-07-31,4:00:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2010-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-08-03,5:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-08-03,5:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-08-26,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-08-26,3:30:00 PM,PST-8,Wildfire,0,0,1.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-08-27,3:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-09-10,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-09-10,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EPHRATA,GRANT CO.,WA,2010-09-19,4:00:00 PM,PST-8,Heavy Rain,0,0,5.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-11-19,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-11-19,7:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2010-11-21,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-11-21,5:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2010-11-21,5:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-11-21,5:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2010-11-21,8:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2010-11-21,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2010-11-21,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-11-22,12:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-11-22,5:00:00 PM,PST-8,Blizzard,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-11-22,5:00:00 PM,PST-8,Blizzard,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-11-22,5:00:00 PM,PST-8,Blizzard,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-11-24,12:00:00 AM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-11-24,12:00:00 AM,PST-8,Extreme Cold/wind Chill,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-11-29,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-11-30,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-11-30,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-11-30,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-12-11,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2010-12-11,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2010-12-11,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-12-11,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2010-12-11,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-12-27,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-12-28,11:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-12-28,11:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-01-07,12:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2011-01-07,12:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-01-08,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-01-08,11:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2011-01-11,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-01-11,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2011-01-11,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2011-01-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2011-01-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-01-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-01-11,11:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2011-01-13,2:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-01-13,2:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EASTON,KITTITAS CO.,WA,2011-01-15,6:00:00 AM,PST-8,Flood,0,0,2.150M,0.00K
PRIEST RAPIDS,YAKIMA CO.,WA,2011-01-16,6:00:00 PM,PST-8,Flood,0,0,1.00K,0.00K
COLLEGE PLACE ARPT,WALLA WALLA CO.,WA,2011-01-17,5:30:00 AM,PST-8,Flood,0,0,0.00K,0.00K
NORTH PROSSER,BENTON CO.,WA,2011-01-18,6:15:00 PM,PST-8,Flood,0,0,60.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-02-12,1:35:00 PM,PST-8,Wildfire,0,2,4.000M,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-02-15,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-02-21,2:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-02-21,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-02-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-02-23,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2011-02-23,5:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2011-02-23,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2011-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-02-27,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2011-02-28,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-02-28,2:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MANSON,CHELAN CO.,WA,2011-03-30,5:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
MARTIN,KITTITAS CO.,WA,2011-03-31,10:30:00 AM,PST-8,Flood,0,0,0.00K,0.00K
UMTANUM,KITTITAS CO.,WA,2011-03-31,1:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
CLE ELUM ARPT,KITTITAS CO.,WA,2011-03-31,3:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
LEAVENWORTH,CHELAN CO.,WA,2011-03-31,3:30:00 PM,PST-8,Flood,0,0,10.00K,0.00K
TIETON,YAKIMA CO.,WA,2011-03-31,7:30:00 PM,PST-8,Flood,0,0,0.00K,0.00K
MARTIN,KITTITAS CO.,WA,2011-04-01,12:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
NACHES,YAKIMA CO.,WA,2011-04-01,12:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
TEANAWAY,KITTITAS CO.,WA,2011-04-01,12:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
UNION GAP,YAKIMA CO.,WA,2011-04-01,2:30:00 AM,PST-8,Flood,0,0,0.00K,0.00K
GIBBON,BENTON CO.,WA,2011-04-02,10:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-04-05,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-04-05,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-04-06,1:00:00 PM,PST-8,Wildfire,0,0,180.00K,0.00K
MAZAMA ARPT,OKANOGAN CO.,WA,2011-05-14,3:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
LIBERTY,KITTITAS CO.,WA,2011-05-15,12:00:00 AM,PST-8,Flood,0,0,4.000M,0.00K
CLIFFDELL,YAKIMA CO.,WA,2011-05-15,3:45:00 AM,PST-8,Flood,0,0,0.00K,0.00K
MALAGA,CHELAN CO.,WA,2011-05-15,9:45:00 AM,PST-8,Flood,0,0,20.00K,0.00K
POMONA,YAKIMA CO.,WA,2011-05-15,4:30:00 PM,PST-8,Flood,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-05-16,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
PROSSER,BENTON CO.,WA,2011-05-17,5:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
CONCONULLY,OKANOGAN CO.,WA,2011-05-22,3:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
OKANOGAN,OKANOGAN CO.,WA,2011-05-22,6:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-05-26,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MAZAMA ARPT,OKANOGAN CO.,WA,2011-05-27,12:00:00 AM,PST-8,Flood,0,0,8.00K,0.00K
OLDS,CHELAN CO.,WA,2011-05-28,5:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
OKANOGAN,OKANOGAN CO.,WA,2011-06-01,6:00:00 AM,PST-8,Flood,0,0,2.00K,0.00K
OKANOGAN,OKANOGAN CO.,WA,2011-06-01,6:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
WINTHROP,OKANOGAN CO.,WA,2011-06-01,8:00:00 AM,PST-8,Flood,0,0,3.00K,0.00K
BRIEF,CHELAN CO.,WA,2011-06-10,9:30:00 AM,PST-8,Flood,0,0,1.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-06-15,9:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-06-16,1:45:00 PM,PST-8,Wildfire,0,0,15.00K,0.00K
WENATCHEE,CHELAN CO.,WA,2011-07-25,6:00:00 AM,PST-8,Heavy Rain,0,0,0.00K,640.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-07-25,11:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-08-06,1:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2011-08-07,12:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-08-09,8:00:00 AM,PST-8,Wildfire,0,0,1.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2011-08-12,4:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2011-08-17,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-08-21,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-08-29,5:25:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2011-09-07,11:07:00 AM,PST-8,Wildfire,0,0,4.500M,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-09-18,11:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-11-13,12:30:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-11-17,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-11-18,9:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2011-12-27,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-01-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2012-01-17,5:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-01-17,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2012-01-17,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2012-01-18,1:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-01-18,2:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-01-18,3:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2012-01-18,3:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2012-01-18,3:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-01-18,7:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-01-18,7:50:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2012-01-19,4:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2012-01-19,4:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-01-19,6:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-01-20,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-01-22,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-01-22,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-01-24,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-01-28,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-01-29,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-02-17,6:50:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-02-18,5:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-02-24,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-02-24,11:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-02-28,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-02-28,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-02-28,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-02-28,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-02-28,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-02-28,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-03-12,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-03-12,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-03-12,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-03-20,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-03-20,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SATUS,YAKIMA CO.,WA,2012-03-30,9:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
NACHES,YAKIMA CO.,WA,2012-04-23,9:45:00 PM,PST-8,Flood,0,0,0.00K,0.00K
PARKER,YAKIMA CO.,WA,2012-04-24,10:15:00 AM,PST-8,Flood,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2012-05-25,1:00:00 PM,PST-8,Wildfire,0,0,12.00K,0.00K
NACHES,YAKIMA CO.,WA,2012-06-04,10:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2012-06-13,1:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
NACHES,YAKIMA CO.,WA,2012-06-17,6:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-07-05,1:30:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-07-10,11:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-07-12,11:00:00 PM,PST-8,Wildfire,0,0,0.00K,10.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-07-15,12:52:00 PM,PST-8,Wildfire,0,0,1.00K,0.00K
ELLENSBURG,KITTITAS CO.,WA,2012-07-17,6:10:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
