Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1997,51,62,71,77,M,M,M,100,93,82,58,52,M,Franklin
1998,53,59,69,87,89,95,105,108,100,78,62,54,M,Franklin
1999,54,56,74,78,90,100,100,101,89,76,73,55,M,Franklin
2000,51,54,62,78,82,94,101,98,M,73,54,39,M,Franklin
2001,47,50,75,80,97,94,M,103,92,M,63,51,M,Franklin
2002,56,58,66,70,82,102,107,96,92,M,60,62,M,Franklin
2003,60,56,73,74,91,99,102,M,99,84,61,49,M,Franklin
2004,55,57,74,80,82,99,103,103,87,82,59,56,M,Franklin
2005,58,61,71,78,94,M,101,100,86,78,61,55,M,Franklin
2006,M,56,67,80,97,101,M,100,98,74,63,52,M,Franklin
2007,51,63,70,74,89,98,107,100,M,78,64,58,M,Franklin
2008,M,59,62,78,94,104,97,M,94,M,66,49,M,Franklin
2009,55,53,65,82,93,91,101,M,94,69,60,47,M,Franklin
2010,56,56,70,82,85,89,M,98,86,85,63,54,M,Franklin
2011,57,M,69,69,80,M,97,99,M,M,60,53,M,Franklin
2012,M,57,68,85,91,M,105,M,M,M,M,M,M,Franklin
2013,M,M,M,M,M,M,M,M,M,M,M,M,M,Franklin
2014,M,M,M,M,M,M,M,M,M,M,M,M,M,Franklin
2015,M,M,M,M,M,M,103,M,M,M,M,M,M,Franklin
2016,M,60,M,85,M,M,M,M,M,M,M,M,M,Franklin
2017,M,M,M,M,M,M,M,M,M,M,M,M,M,Franklin
2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Franklin
2019,M,51,64,74,87,M,M,M,M,71,M,M,M,Franklin
2020,59,M,M,75,M,M,M,M,99,M,M,M,M,Franklin
2021,M,60,68,82,87,M,M,107,M,M,66,M,M,Franklin
2022,M,61,68,M,M,M,M,M,M,M,M,M,M,Franklin
