Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1995,2.01,1.98,2.33,1.79,1.24,2.6,0.61,0.76,1.68,2.1,3.66,2.55,23.31,Columbia
1996,4.88,4.51,1.29,3.91,1.74,1.01,0.03,0.1,0.56,2.8,3.57,6.31,30.71,Columbia
1997,3.26,1.59,3.53,2.44,1.2,0.87,0.55,0.01,0.91,2.71,1.59,1.24,19.9,Columbia
1998,2.93,1.64,1.14,1.07,3.14,0.97,0.79,0.21,0.86,0.55,3.28,3.12,19.7,Columbia
1999,1.74,3,1.78,1.02,1.21,0.6,0.08,1.48,0.03,1.94,2.55,1.89,17.32,Columbia
2000,2.98,2.28,2.64,0.79,3.25,1.46,0.29,0,1.54,2.44,1.53,0.96,20.16,Columbia
2001,1.49,1.14,1.61,2.79,1.74,0.97,0.32,0.04,0.62,1.97,2.59,2.11,17.39,Columbia
2002,1.61,1.19,2.46,0.94,1.11,2.09,0.17,0.09,0.23,0.33,1.48,1.95,13.65,Columbia
2003,3.11,2.29,2.57,2.98,0.75,0,0.08,0.42,1.43,0.39,1.85,2.01,17.88,Columbia
2004,3.01,1.21,0.78,1.2,1.93,1.47,0.05,1.4,0.47,1.03,2,0.83,15.38,Columbia
2005,0.63,0.02,2.43,1.03,3.16,0.57,M,M,M,M,M,M,M,Columbia
2006,M,M,M,M,M,M,M,M,M,M,M,M,M,Columbia
2007,1.85,1.44,2.5,0.86,0.55,1.41,0.92,0.5,0.21,1.9,2.09,M,M,Columbia
2008,M,0.99,2.55,0.34,1.61,M,M,M,0.23,M,1.94,4.48,M,Columbia
2009,2.65,1.49,4.69,2.1,1.35,0.85,0.29,1.1,0.03,2.41,1.75,1.51,20.22,Columbia
2010,2.3,0.58,1.12,1.03,3.41,2.5,0.75,0.07,2.01,1.55,2.56,3.55,21.43,Columbia
2011,1.84,1.85,3.09,2.73,2.72,M,0.08,0,M,1.42,1.19,1.11,M,Columbia
2012,2.59,1.5,4.77,3.14,1.71,3.33,1.04,T,0,2.73,2.82,2.19,25.82,Columbia
2013,1.22,0.99,1.48,1.47,0.7,1.93,T,0.39,2.6,0.29,1.44,0.91,13.42,Columbia
2014,1.18,1.96,2.34,M,0.66,1.04,0.41,0.95,0.51,1.1,3.5,3.25,M,Columbia
2015,1.26,1.46,1.87,0.7,0.6,0.08,T,0.33,0.72,0.69,2.5,4.92,15.13,Columbia
2016,1.45,1.15,3.45,1.16,1.9,0.74,0.97,0.1,0.47,4.88,1.44,2.15,19.86,Columbia
2017,1.91,3.35,4.86,1.87,0.92,0.97,0,0.03,1.19,1.41,3.14,3.79,M,Columbia
2018,2.45,1.29,2.11,2.45,1.07,1.04,0,0.15,0,1.56,1.43,M,M,Columbia
2019,1.74,3.02,1.04,3.53,2.46,0.5,0.06,0.92,1.05,1.23,0.75,1.01,17.31,Columbia
2020,2.45,3.31,0.95,0.46,3.92,0.65,0.09,0.02,0.37,1.36,2.82,1.85,18.25,Columbia
2021,1.53,2.49,0.7,0.23,0.22,0.82,0.01,0.24,0.8,2,2.94,3.01,14.99,Columbia
2022,2.04,0.64,2.11,2.54,4.57,3.78,0.37,1.29,0.68,M,M,M,M,Columbia
