Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1901,2.29,2.71,1.08,1.14,1.26,1.05,0.61,0.01,2.07,0.25,2.61,0.91,15.99,Spokane
1902,1.29,3.71,0.87,1.8,1.83,0.45,1.71,0.38,0.57,0.19,4.12,2.31,19.23,Spokane
1903,2.23,0.23,1.22,0.4,1.34,1.35,1.13,1.9,0.83,0.79,3.12,2.01,16.55,Spokane
1904,1.31,2.83,2.81,1.58,0.13,1.24,0.34,0.15,0.14,0.77,0.87,1.8,13.97,Spokane
1905,2.12,0.56,1.47,0.91,1.98,4.16,0.06,0.06,0.55,2.56,0.84,1.71,16.98,Spokane
1906,1.69,1.87,0.97,0.39,3.42,1.02,0.02,0.34,0.62,0.65,2.97,3.71,17.67,Spokane
1907,2.27,1.43,1.64,0.65,2.6,0.96,1,2.07,0.9,0.25,1.37,2.58,17.72,Spokane
1908,2.04,1.36,0.51,0.54,0.86,0.39,0.83,0.57,0.1,2.3,1.13,1.57,12.2,Spokane
1909,3.1,1.96,0.12,0.44,1.61,1.03,2.37,0.01,0.18,1.14,2.69,1.56,16.21,Spokane
1910,1.28,1.58,0.78,1.32,0.88,0.21,0.68,0.15,1.93,1.42,3.71,1.5,15.44,Spokane
1911,0.51,1.08,0.83,0.19,1.33,0.75,0.25,1.16,0.75,0.39,2.58,2.04,11.86,Spokane
1912,2.31,1.78,0.57,0.94,2.18,0.8,1.3,2.06,0.84,1.61,2.29,1.53,18.21,Spokane
1913,3.67,0.92,0.59,0.8,1.21,3.01,0.37,0.22,0.86,1.58,2.58,0.93,16.74,Spokane
1914,2.08,1.72,0.65,1.45,0.63,0.86,1.28,0.01,0.91,1.48,1.03,1.46,13.56,Spokane
1915,0.91,1.37,1.1,1.46,3.36,0.92,0.85,T,0.43,0.43,3.52,2.04,16.39,Spokane
1916,1.89,1.04,2.62,1.16,1.57,2.7,0.47,0.49,0.56,0.17,1.74,1.5,15.91,Spokane
1917,0.99,1.32,1.16,1.71,1.62,1,T,T,0.34,0.08,0.95,3.05,12.22,Spokane
1918,1.66,1.42,0.75,0.18,0.93,0.43,0.17,0.55,0.24,1.31,1.43,0.89,9.96,Spokane
1919,2.11,3.26,1.36,0.93,0.76,0.01,0.07,1.02,0.46,0.69,1.87,1.36,13.9,Spokane
1920,0.96,0.14,0.81,1.44,1.02,0.65,0.66,1.25,1.06,0.36,1.3,2.78,12.43,Spokane
1921,2.55,1.14,1.15,1.16,0.23,0.42,0.02,1.02,0.44,0.89,2.4,1.19,12.61,Spokane
1922,1.29,1.06,1.4,1.44,0.16,0.02,0.03,0.65,0.64,0.83,0.3,3.81,11.63,Spokane
1923,1.9,1.64,0.54,1.58,0.75,3.03,0.77,2.12,0.31,0.68,0.87,1.98,16.17,Spokane
1924,1.27,1.57,0.32,0.11,0.11,0.55,0.69,0.93,0.9,1.1,2.74,2.01,12.3,Spokane
1925,1.95,1.59,0.67,1.24,1.91,0.64,0.07,0.2,0.24,0.29,1.59,2.02,12.41,Spokane
1926,2.39,1.87,0.58,0.9,0.57,0.79,0.02,1.77,0.6,0.79,2.56,1.72,14.56,Spokane
1927,2.18,2.71,1.43,0.89,1.24,0.98,0.55,0.37,5.58,1.55,4.32,1.56,23.36,Spokane
1928,1.75,0.22,1.88,0.93,0.48,0.43,1.26,T,0.07,0.52,1.24,1.81,10.59,Spokane
1929,1.18,0.1,0.91,1.14,0.72,0.82,T,0.06,0.3,0.49,T,1.83,7.55,Spokane
1930,0.85,1.52,0.71,0.88,1.63,1.52,T,0.57,0.75,1.02,1.53,0.86,11.84,Spokane
