"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2011","M","8.36","16.00","10.79","5.56","2.55","1.68","0.73","5.23","7.25","12.61","11.15","M"
"2012","15.71","10.82","18.58","7.98","6.41","4.70","1.05","0.15","0.44","18.18","17.01","22.01","123.04"
"2013","8.92","6.99","8.30","9.12","5.89","M","M","1.97","13.49","4.66","9.06","6.94","78.43"
"2014","8.16","11.28","16.45","10.49","6.20","2.49","1.27","1.40","6.10","14.12","14.29","13.87","106.12"
"2015","12.20","9.34","8.35","4.34","2.00","0.84","0.37","1.90","3.14","7.94","20.68","24.95","96.05"
"2016","15.86","12.34","16.59","2.70","1.09","2.79","1.22","0.66","5.09","23.89","21.61","14.05","117.89"
"2017","9.55","15.95","20.35","10.24","4.87","4.35","0.11","0.63","3.88","12.25","23.41","11.24","116.83"
"2018","16.88","8.11","6.49","13.18","M","4.05","0.17","0.63","10.72","8.47","9.36","16.02","95.03"
"2019","9.30","8.01","2.68","5.96","2.02","1.37","2.24","0.93","8.70","7.81","3.37","11.67","64.06"
"2020","35.94","11.72","6.71","3.45","4.64","5.47","0.99","1.71","5.29","7.97","15.29","13.60","112.78"
"2021","20.24","14.32","6.36","1.67","3.30","3.59","0.26","0.80","5.85","11.46","21.45","14.99","104.29"
"2022","20.73","6.19","8.89","8.47","7.52","5.52","0.24","0.38","0.76","M","M","M","M"
