Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1959,M,M,M,M,M,M,1.04,1.71,9.83,10.05,14.04,9.07,M,Wahkiakum
1960,4.87,10.48,9.4,7.91,6.76,2.34,0.02,4.77,1.58,9.01,16.39,5.29,78.82,Wahkiakum
1961,10.91,22.29,13.83,6.43,3.04,0.89,0.49,1.48,2.88,10.13,8.53,13.85,94.75,Wahkiakum
1962,7.05,5.56,7.04,9.14,3.59,1.66,0.75,4.35,3.6,5.3,18.8,7.64,74.48,Wahkiakum
1963,4.46,10.64,8.11,5.22,2.6,2.71,2.15,4.81,4.97,8.13,15.14,7.3,76.24,Wahkiakum
1964,22.6,5.02,12.5,5.88,2.62,2.72,2.59,2.61,2.76,4.96,13.14,17.36,94.76,Wahkiakum
1965,17.14,7.79,0.88,3.36,3.7,1.13,0.2,2.09,1.35,4.47,9.54,9.29,60.94,Wahkiakum
1966,11.91,7.32,10.57,2.85,2.75,2.38,1.54,1.48,3.39,8.15,8.9,15.05,76.29,Wahkiakum
1967,19.12,7.77,11.24,3.76,1.2,1.89,0.13,0.44,1.25,14.29,6.72,12.88,80.69,Wahkiakum
1968,10.86,M,8.84,6.35,4.91,4.4,1.01,5.32,5.21,10.4,11.87,12.06,M,Wahkiakum
1969,17.92,6.11,4.73,5.2,4.25,4.6,0.52,0.76,6.08,5.8,5.8,11.63,73.4,Wahkiakum
1970,16.37,6.53,5.01,7.47,2.43,1.14,0.44,0.12,6.45,7.22,10.83,18.06,82.07,Wahkiakum
1971,23.3,8.27,12.32,4.5,3,3.29,0.91,1.2,8.55,5.83,12.06,19.79,103.02,Wahkiakum
1972,18.64,12.66,11.16,8.4,0.89,1.49,1.43,0.44,5.71,2.12,6.81,15.73,85.48,Wahkiakum
1973,6.14,2.01,6.02,4.26,3.37,4.23,0.06,0.56,5.2,7.12,18.55,16.03,73.55,Wahkiakum
1974,16.37,10.15,10.35,9.9,5.09,4.01,3.58,0.86,0.87,2.19,9.11,15.23,87.71,Wahkiakum
1975,20.61,8.6,7.58,2.92,3.36,2.79,0.46,3.84,0.38,11.45,10.53,20.53,93.05,Wahkiakum
1976,16.68,12.18,8.16,4.77,3.13,2.24,2.06,3.45,2.12,2.98,3.28,4.52,65.57,Wahkiakum
1977,2.32,5.58,11.1,1.75,6.59,1.48,0.96,6.57,6.84,3.95,15.89,20.95,83.98,Wahkiakum
1978,7.5,5.74,4.16,5.84,5.03,2.48,1.49,3.2,8.85,1.98,6.48,8.1,60.85,Wahkiakum
1979,3.58,13.22,5.1,4.82,3.58,1.62,2.02,2.29,2.72,7.91,4.63,15.27,66.76,Wahkiakum
1980,8.71,7.68,9.59,4.57,1.57,2.13,0.69,2.1,4.36,1.69,11.88,13.27,68.24,Wahkiakum
1981,2.61,12.51,6.55,9.6,3.55,5.89,1.46,0.69,4.08,8.91,6.98,15.51,78.34,Wahkiakum
1982,16.91,14.33,8.87,8.17,0.84,1.64,1.2,1.26,3.66,9.86,9.54,14.03,90.31,Wahkiakum
1983,13.55,10.02,8.44,3.95,3.3,4.57,5.26,1.47,3.29,3.07,18.87,7.73,83.52,Wahkiakum
1984,12.36,9.3,7.63,6.64,9.64,6.1,0.03,0.53,3.81,9.69,15.87,9.65,91.25,Wahkiakum
1985,0.74,6.96,6.78,4.97,2.41,3.29,0.67,2.88,M,11.58,M,3.11,M,Wahkiakum
1986,9.32,13.97,4.84,6.24,4.63,1.56,2.28,M,6.8,6.22,16.52,6.28,M,Wahkiakum
1987,7.16,6.93,8.95,M,4.03,0.98,1.25,0.66,1.61,0.58,7.54,10.97,M,Wahkiakum
1988,8.46,6.02,10.45,5.21,5.5,2.59,1.25,0.87,3.35,3.41,16.35,8.4,71.86,Wahkiakum
1989,13.66,5.52,10.98,4.65,M,3.23,2.29,1.29,0.91,3.92,14.48,8.18,M,Wahkiakum
1990,19.63,15.07,5.48,6.37,3.89,4.38,1.17,2.4,0.26,12.86,15.7,8.45,95.66,Wahkiakum
1991,9.32,7.85,7.03,10.23,5.75,3.32,0.42,1.54,0.03,3.62,14.74,10.69,74.54,Wahkiakum
1992,11.21,6.03,1.66,8.31,1.27,M,0.54,1.21,5.51,4.79,12.15,10.66,M,Wahkiakum
1993,M,1.19,8.05,8.68,7.26,5.07,2.85,0.7,0.39,1.94,10.13,11.81,M,Wahkiakum
1994,7.38,10.62,6.35,3.44,2.87,3.76,0.42,1.09,2.68,15.74,14.86,16.48,85.69,Wahkiakum
1995,8.42,8.38,9.67,6.3,2.51,1.88,1.33,2.76,3.25,9.85,24.24,11.7,90.29,Wahkiakum
1996,12.79,17.13,4.14,11.82,4.58,2.06,1.81,1.21,4.01,12.62,13.46,22.66,108.29,Wahkiakum
1997,12.97,7.85,14.77,7.88,4.31,4,M,1.29,9.35,11.45,6.78,9.67,M,Wahkiakum
1998,11.51,10.48,8.65,3.3,4.01,2.16,0.67,0.2,0.75,6.7,17.95,20.02,86.4,Wahkiakum
1999,16.4,18.33,8.54,3.28,4.96,3.84,1.11,1.89,0.85,5.91,18.19,18.53,101.83,Wahkiakum
2000,12.4,7.4,7.9,4.36,3.76,4.8,0.59,0.55,4.07,6.18,4.1,5.71,61.82,Wahkiakum
2001,5.29,3.66,7,5.22,4.66,3.94,1.46,2.43,1.12,8.17,13.32,15.4,71.67,Wahkiakum
2002,15.87,6.08,8.62,6.74,3.79,3.59,0.27,0,1.55,1.35,6.81,13.19,67.86,Wahkiakum
2003,15.29,6.46,14.28,M,2.44,1.45,0,0.57,M,8.15,M,12.28,M,Wahkiakum
2004,10.78,6.32,5.63,3.51,6.61,2.12,0.18,7.27,7.62,8.64,6.38,6.46,M,Wahkiakum
2005,9.89,2.5,10.51,6.8,5.46,4.04,1.32,M,M,8.52,10.54,12.4,M,Wahkiakum
2006,20.55,7.14,6.43,4.47,4.41,M,0.77,0.56,2.26,4.62,30.08,9.93,M,Wahkiakum
2007,7.42,11.27,7.57,3.37,2.22,3.23,1.57,0.8,1.5,7.32,6.39,17.15,69.81,Wahkiakum
2008,11.02,8.88,10.34,5.58,2.5,4.82,0.66,3.07,0.82,5,M,M,M,Wahkiakum
2009,15.26,M,M,5.71,M,M,M,M,M,M,M,M,M,Wahkiakum
2010,M,7.76,7.11,6.9,6.11,M,M,M,M,5.65,9.29,11.58,M,Wahkiakum
2011,9.25,6.34,11.54,8.88,M,M,M,M,M,M,M,M,M,Wahkiakum
2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2013,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2014,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2015,4.56,7.24,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2016,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2017,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2019,M,M,M,M,M,M,M,M,M,M,M,M,M,Wahkiakum
2020,M,9.09,4.42,2.85,5.47,2.88,0.94,1.4,3.88,3.89,10.03,8.4,M,Wahkiakum
2021,11.32,9.62,5.22,1.25,2.04,2.55,0,0.81,3.01,6.07,11.16,M,M,Wahkiakum
2022,10.37,6.27,2.91,M,5.42,M,M,M,M,M,M,M,M,Wahkiakum
