Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1975,4.1,M,6.86,2.72,4.83,2.73,0.75,3.8,0.28,11.32,8.49,6.94,M,Jefferson
1976,3.05,6.69,5.73,2.24,3.96,1.35,1.02,1.83,1.24,1.93,0.59,1.79,31.42,Jefferson
1977,0.56,4.35,8.06,0.98,4.75,0.83,2.53,2.73,2.49,M,5.64,5.99,M,Jefferson
1978,6.55,7.01,5.16,4.25,4.29,0.46,2.17,2.97,4.61,0.88,2.41,3.87,44.63,Jefferson
1979,1.03,11.56,1.8,3.94,2.1,0.78,1.6,0.78,2.81,9.09,3.57,14.14,53.2,Jefferson
1980,5.32,13.83,3.14,4.59,1.82,4.23,0.75,1.22,0.99,1.03,8.03,5.47,50.42,Jefferson
1981,6.47,6.25,M,M,3.28,M,1.5,0.63,4.16,6.25,12.93,16.46,M,Jefferson
1982,5.62,6.69,6.81,7.55,M,1.29,1.14,1.69,0.88,10.91,6.58,19.19,M,Jefferson
1983,10.19,16.55,11.16,1.8,2.54,2.92,1.71,0.4,2.31,0.47,23.88,4.68,78.61,Jefferson
1984,2.35,5.69,3.06,6.04,4.97,3.03,T,0.98,2.75,3.17,17.59,M,M,Jefferson
1985,M,3.03,3.21,2.94,1.93,1.68,0.19,0.9,1.88,6.14,M,1.73,M,Jefferson
1986,12.74,5.54,3.41,4.75,3.47,0.85,0.63,0.19,0.83,3.82,9.27,6.09,51.59,Jefferson
1987,13.56,M,M,2,2.53,0.34,1.11,1.24,0.43,T,4.17,13.58,M,Jefferson
1988,7.07,M,5.23,3.77,M,2.4,0.64,0.17,1.62,0.67,9.13,4.25,M,Jefferson
1989,2.87,3.33,6.47,1.73,1.48,0.24,0.81,1.34,0.78,7.18,2.55,3.3,32.08,Jefferson
1990,8.15,6.21,3.34,1.93,3.28,3.4,1.93,1.07,0.1,5.32,6.12,M,M,Jefferson
