"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1962","0.32","0.67","1.42","0.65","1.54","0.15","T","0.49","0.75","1.22","1.64","1.00","9.85"
"1963","0.37","1.83","0.64","1.57","0.50","0.05","0.57","0.04","0.11","0.63","1.44","1.34","9.09"
"1964","0.97","0.21","0.19","0.13","0.30","1.24","0.17","1.12","0.17","0.50","2.26","2.72","9.98"
"1965","1.10","0.36","0.04","0.73","0.46","1.08","0.21","0.24","0.06","0.07","1.71","0.74","6.80"
"1966","0.65","0.26","1.50","0.18","0.05","0.93","0.84","0.15","0.32","0.86","3.08","1.78","10.60"
"1967","1.20","0.09","0.85","0.95","1.41","1.09","T","T","0.02","0.81","0.83","0.74","7.99"
"1968","0.58","1.33","0.33","0.10","M","0.37","0.26","0.56","0.71","2.14","1.99","1.40","M"
"1969","2.29","0.61","0.61","1.65","0.96","0.30","0.02","0.00","0.49","0.46","0.44","1.72","9.55"
"1970","2.96","1.66","0.58","1.08","0.23","0.24","0.13","0.06","0.10","0.70","1.40","0.34","9.48"
"1971","0.81","0.29","1.47","0.64","1.48","0.94","0.45","0.17","0.76","0.38","1.19","1.88","10.46"
"1972","0.31","0.44","0.98","0.28","1.30","1.02","0.30","0.80","0.39","0.25","0.71","1.94","8.72"
"1973","1.14","0.22","0.71","0.17","0.95","0.23","0.01","T","0.69","1.59","3.28","3.84","12.83"
"1974","1.45","1.08","0.95","0.84","0.63","0.16","0.84","0.51","0.04","0.02","1.24","1.34","9.10"
"1975","1.77","1.61","1.27","0.60","0.50","0.52","0.38","0.81","0.00","1.52","0.79","1.88","11.65"
"1976","1.08","0.83","0.64","0.80","0.40","0.30","0.36","0.87","0.06","0.19","0.19","0.24","5.96"
"1977","0.26","0.42","0.61","0.10","0.93","0.35","0.12","1.78","1.15","0.22","0.97","3.03","9.94"
"1978","1.46","1.39","0.79","1.79","0.42","0.48","0.78","1.47","0.84","0.03","1.78","0.85","12.08"
"1979","0.81","1.26","0.68","0.88","0.39","0.16","0.15","0.59","0.63","1.55","1.40","1.02","9.52"
"1980","1.65","1.53","0.87","0.48","2.06","0.80","0.19","0.39","1.25","1.34","0.98","2.38","13.92"
"1981","0.36","0.82","1.09","0.56","1.08","0.82","0.22","0.16","0.52","0.93","1.01","1.97","9.54"
"1982","0.95","0.93","0.59","1.59","0.19","0.85","0.25","0.28","1.09","1.99","1.17","1.79","11.67"
"1983","1.21","1.56","2.24","0.40","0.63","0.79","0.81","0.17","0.42","1.00","2.39","2.13","13.75"
"1984","0.50","1.25","1.75","1.67","1.09","1.15","0.04","0.03","0.76","0.32","2.78","1.14","12.48"
"1985","0.49","0.31","1.05","0.30","0.16","0.41","0.05","0.77","0.99","0.73","1.10","0.54","M"
