"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1992","56","73","71","76","89","88","88","95","82","82","59","52","95"
"1993","55","63","63","67","88","75","71","97","83","83","58","56","97"
"1994","54","53","79","68","83","73","86","89","92","74","55","M","M"
"1995","56","65","74","73","72","95","95","81","86","68","65","56","95"
"1996","57","69","70","69","66","80","92","87","80","84","63","54","92"
"1997","58","62","62","65","90","74","84","89","89","76","64","55","90"
"1998","55","59","72","85","81","70","88","81","83","79","60","56","88"
"1999","54","53","67","83","89","82","83","83","88","74","59","54","89"
"2000","51","M","61","75","76","92","78","78","83","76","61","56","M"
"2001","56","59","69","68","80","84","78","90","80","77","62","53","M"
"2002","57","61","62","73","77","86","89","95","80","78","61","58","95"
"2003","58","62","69","72","83","95","82","82","88","75","59","56","95"
"2004","52","62","76","83","83","91","97","93","74","76","59","59","97"
"2005","61","65","69","78","91","82","83","86","74","71","59","59","91"
"2006","56","59","63","75","87","87","93","74","90","77","59","55","93"
"2007","54","57","66","74","86","83","M","85","91","74","58","56","M"
"2008","50","61","58","78","92","87","78","87","85","72","62","55","92"
"2009","57","60","57","72","76","78","95","94","90","69","62","53","M"
"2010","57","61","67","68","67","73","94","90","80","77","70","55","94"
"2011","55","53","62","63","67","80","75","84","85","72","64","53","85"
"2012","53","59","66","73","86","74","73","97","91","81","59","54","97"
"2013","51","56","73","73","83","78","83","76","84","74","62","53","84"
"2014","60","56","69","77","89","72","75","90","92","80","60","60","M"
"2015","62","64","69","79","75","78","91","84","83","80","61","57","91"
"2016","56","72","71","85","82","87","75","90","79","65","66","53","90"
"2017","54","58","57","67","72","87","74","95","93","73","61","56","95"
"2018","60","54","72","81","84","84","82","87","83","77","60","57","87"
"2019","58","53","80","69","86","91","77","92","81","67","62","53","92"
"2020","57","59","62","71","87","78","88","90","92","74","64","62","92"
"2021","54","51","60","83","76","82","74","90","82","66","61","59","90"
"2022","58","62","60","73","66","M","M","M","M","M","M","M","M"
