"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2000","51","58","61","69","M","90","87","86","89","80","61","52","M"
"2001","58","58","68","73","84","85","85","90","81","76","61","53","M"
"2002","56","60","M","69","82","92","M","90","82","73","M","57","M"
"2003","58","55","68","70","80","91","93","87","90","74","56","57","93"
"2004","54","64","80","83","80","89","97","92","79","75","57","56","M"
"2005","62","66","69","77","90","82","87","89","77","71","57","60","M"
"2006","54","58","60","74","84","91","97","87","89","72","60","52","97"
"2007","55","56","69","80","87","87","99","86","85","68","59","57","M"
"2008","52","58","59","78","90","91","87","90","83","74","60","M","M"
"2009","55","56","57","73","82","91","M","91","92","67","61","55","M"
"2010","54","58","70","71","72","77","93","93","82","72","70","55","M"
"2011","56","52","62","68","73","78","84","85","86","68","60","54","M"
"2012","53","60","65","73","80","75","82","93","89","75","62","53","M"
"2013","51","57","65","M","86","87","92","87","93","73","59","54","M"
"2014","54","58","69","75","86","77","91","95","89","77","60","60","M"
"2015","64","63","72","77","82","91","96","92","83","74","60","58","M"
"2016","58","63","70","89","86","91","88","93","79","67","68","52","M"
"2017","53","59","57","66","85","97","85","93","90","70","63","53","97"
"2018","63","57","72","81","87","88","91","93","83","74","66","53","93"
"2019","58","54","80","M","84","91","89","88","82","65","M","54","M"
"2020","55","60","63","71","85","83","92","101","93","76","M","59","M"
"2021","M","55","63","M","M","M","M","M","M","M","60","M","M"
"2022","55","M","M","75","72","M","95","95","89","M","M","M","M"
