"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1994","28","18","29","35","36","42","44","46","43","34","24","20","18"
"1995","20","19","22","32","38","44","45","44","38","M","25","21","M"
"1996","15","14","26","34","31","40","43","45","38","29","25","28","M"
"1997","M","24","32","30","36","44","46","51","44","36","33","28","M"
"1998","26","30","30","33","40","48","54","47","44","33","38","11","11"
"1999","30","32","30","31","33","42","48","52","39","34","34","29","M"
"2000","26","28","31","34","39","45","47","45","35","36","23","28","23"
"2001","28","25","29","32","37","42","45","47","42","36","31","25","25"
"2002","28","26","26","31","31","40","45","44","40","20","20","30","20"
"2003","29","21","29","31","33","44","44","45","43","24","22","25","21"
"2004","18","M","M","30","39","42","48","52","42","36","29","30","M"
"2005","19","M","30","32","39","42","47","47","34","32","25","14","M"
"2006","33","14","28","31","32","44","45","43","41","25","22","23","14"
"2007","16","23","29","29","35","38","48","46","39","25","24","26","M"
"2008","18","29","29","27","33","40","43","46","36","33","31","18","18"
"2009","26","26","27","30","M","43","48","46","40","31","29","9","M"
"2010","33","27","29","31","35","42","47","45","45","34","13","17","13"
"2011","15","15","29","28","29","41","42","45","41","32","28","23","15"
"2012","25","26","25","31","M","37","42","44","38","32","26","29","M"
"2013","19","29","28","30","30","41","43","48","42","28","22","9","9"
"2014","25","15","26","33","36","41","46","46","39","38","17","17","15"
"2015","19","24","23","29","35","43","49","43","37","39","19","21","19"
"2016","15","28","27","32","39","40","48","48","39","31","32","18","15"
"2017","11","24","27","28","36","39","45","45","40","30","29","24","11"
"2018","28","18","27","31","38","40","45","45","40","33","26","20","18"
"2019","25","16","18","30","33","41","45","47","35","23","17","28","16"
"2020","28","24","25","27","34","42","44","43","44","26","24","25","24"
"2021","24","24","24","27","35","39","49","45","37","29","31","M","M"
"2022","M","M","M","M","M","M","M","M","M","M","M","M","M"
