year,season,average_temperature,highest_temperature,lowest_temperature,precipitation_(inches),temperature_difference,snowfall_(inches)
1900,Fall,19.024070557931534,85.0,-11.0,8.21,96.0,6.6
1900,Spring,23.889918630890893,86.0,19.0,6.4,67.0,0.5
1900,Summer,29.046707754408278,102.0,29.0,3.3970104929908063,73.0,0.0
1900,Winter,15.155993438315326,58.0,-4.0,7.77,62.0,33.8
1901,Fall,31.93840588782976,77.0,16.0,7.58579105587918,61.0,8.0
1901,Spring,20.57894178352383,87.0,17.0,5.847876803808842,70.0,4.0
1901,Summer,30.483404980296253,100.0,32.0,3.06,68.0,0.0
1901,Winter,12.084189816384983,60.0,-13.0,11.45,73.0,55.0
1902,Fall,26.91262291813469,90.0,10.0,5.27649214358477,80.0,14.0
1902,Spring,24.675886229126238,87.0,18.0,5.93,69.0,0.7
1902,Summer,25.857580877898716,103.0,31.0,3.8224337021465304,72.0,0.0
1902,Winter,13.683605014338374,52.0,-13.0,15.115087872764198,65.0,126.3
1903,Fall,19.653430434856027,80.0,1.0,8.51,79.0,43.5
1903,Spring,21.418976758165545,91.0,4.0,3.31,87.0,3.5
1903,Summer,28.469595302268914,98.0,37.0,3.71,61.0,0.0
1903,Winter,15.200927042370559,49.82607064849651,-5.0,6.803412351253601,54.82607064849651,51.5
1904,Fall,28.6283656729792,93.0,22.0,4.731650308935803,71.0,21.5
1904,Spring,25.473215904065274,80.0,3.0,8.8590208725056,77.0,37.0
1904,Summer,38.086640177936964,102.0,37.0,2.3931832252263137,65.0,0.0
1904,Winter,13.980755314540565,49.0,-10.0,12.379999999999999,59.0,127.3
1905,Fall,14.16088608368517,92.0,13.0,8.9,79.0,12.7
1905,Spring,22.642055244678872,99.0,21.0,6.343010506052738,78.0,20.8
1905,Summer,28.17686367979196,112.0,35.0,11.38176528068231,77.0,0.0
1905,Winter,12.039496308960768,71.89820221000959,-17.0,10.827876803808842,88.89820221000959,109.8
1906,Fall,22.068460426809093,98.0,10.0,13.980396396786192,88.0,6.0
1906,Spring,20.11624115784097,94.0,-1.0,11.35182242497315,95.0,5.3
1906,Summer,29.867091869131787,109.0,25.811499183206493,4.7284432853983605,83.1885008167935,0.0
1906,Winter,18.304735523213704,71.89820221000959,0.0,19.48739985643804,71.89820221000959,132.8
1907,Fall,25.92909630087085,95.0,17.0,10.194403772893383,78.0,5.5
1907,Spring,20.643666687617344,93.0,13.0,9.663630411426526,80.0,17.8
1907,Summer,27.25877604387784,106.0,25.811499183206493,12.429728095780437,80.1885008167935,0.0
1907,Winter,16.559556842784307,71.89820221000959,-13.0,14.808905464744365,84.89820221000959,111.4
1908,Fall,23.045603786226234,97.0,15.31977644545956,8.741507215235368,81.68022355454045,8.5
1908,Spring,21.607227058326913,95.0,8.0,7.420525988734011,87.0,3.8
1908,Summer,28.81719630527623,109.0,25.811499183206493,9.96938401904421,83.1885008167935,0.0
1908,Winter,16.342113721519457,71.89820221000959,-14.0,9.883630411426525,85.89820221000959,66.5
1909,Fall,18.330351091224355,98.0,-4.142220430666601,19.745753607617683,102.1422204306666,18.0
1909,Spring,23.459739521279218,89.0,18.0,5.881507215235367,71.0,3.8
1909,Summer,32.60766543510238,106.0,25.811499183206493,8.284612962946838,80.1885008167935,0.0
1909,Winter,12.643822424024947,71.89820221000959,-29.0,18.0959423452153,100.89820221000959,128.1
1910,Fall,22.86861399513928,95.0,-1.6926472548116074,14.985018324709184,96.6926472548116,69.0
1910,Spring,23.586003763717063,101.0,7.0,10.302543313323191,94.0,2.8
1910,Summer,26.440654977672086,104.0,18.282149904115307,3.3035513233850735,85.7178500958847,0.0
1910,Winter,12.079909330867494,54.0,-18.0,16.15,72.0,105.8
1911,Fall,15.755756062713516,98.0,-5.0,9.293258092288436,103.0,57.5
1911,Spring,20.985865333369283,94.0,-5.0,10.03,99.0,3.8
