,location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
704,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
705,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-12-11,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
706,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2010-12-11,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
707,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-12-27,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
708,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-12-28,11:00:00 PM,PST-8,Winter Weather,0,0,0,0
709,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-12-28,11:00:00 PM,PST-8,Winter Weather,0,0,0,0
710,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-01-07,12:00:00 AM,PST-8,Winter Weather,0,0,0,0
711,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2011-01-07,12:00:00 AM,PST-8,Winter Weather,0,0,0,0
712,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-01-08,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
713,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-01-08,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
714,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2011-01-11,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
715,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-01-11,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
716,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2011-01-11,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
717,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2011-01-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
718,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2011-01-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
719,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-01-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
720,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-01-11,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
721,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2011-01-13,2:00:00 AM,PST-8,Winter Weather,0,0,0,0
722,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-01-13,2:00:00 AM,PST-8,Winter Weather,0,0,0,0
723,EASTON,KITTITAS CO.,WA,2011-01-15,6:00:00 AM,PST-8,Flood,0,0,2150000,0
724,PRIEST RAPIDS,YAKIMA CO.,WA,2011-01-16,6:00:00 PM,PST-8,Flood,0,0,1000,0
725,COLLEGE PLACE ARPT,WALLA WALLA CO.,WA,2011-01-17,5:30:00 AM,PST-8,Flood,0,0,0,0
726,NORTH PROSSER,BENTON CO.,WA,2011-01-18,6:15:00 PM,PST-8,Flood,0,0,60000,0
727,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-02-12,1:35:00 PM,PST-8,Wildfire,0,2,4000000,0
728,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-02-15,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
729,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-02-21,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
730,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-02-21,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
731,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-02-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
732,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-02-23,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
733,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2011-02-23,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
734,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2011-02-23,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
735,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2011-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
736,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-02-27,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
737,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2011-02-28,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
738,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-02-28,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
739,MANSON,CHELAN CO.,WA,2011-03-30,5:00:00 AM,PST-8,Flood,0,0,0,0
740,MARTIN,KITTITAS CO.,WA,2011-03-31,10:30:00 AM,PST-8,Flood,0,0,0,0
741,UMTANUM,KITTITAS CO.,WA,2011-03-31,1:00:00 PM,PST-8,Flood,0,0,0,0
742,CLE ELUM ARPT,KITTITAS CO.,WA,2011-03-31,3:00:00 PM,PST-8,Flood,0,0,0,0
743,LEAVENWORTH,CHELAN CO.,WA,2011-03-31,3:30:00 PM,PST-8,Flood,0,0,10000,0
744,TIETON,YAKIMA CO.,WA,2011-03-31,7:30:00 PM,PST-8,Flood,0,0,0,0
745,MARTIN,KITTITAS CO.,WA,2011-04-01,12:00:00 AM,PST-8,Flood,0,0,0,0
746,NACHES,YAKIMA CO.,WA,2011-04-01,12:00:00 AM,PST-8,Flood,0,0,0,0
747,TEANAWAY,KITTITAS CO.,WA,2011-04-01,12:00:00 AM,PST-8,Flood,0,0,0,0
748,UNION GAP,YAKIMA CO.,WA,2011-04-01,2:30:00 AM,PST-8,Flood,0,0,0,0
749,GIBBON,BENTON CO.,WA,2011-04-02,10:00:00 PM,PST-8,Flood,0,0,0,0
750,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-04-05,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
751,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2011-04-05,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
752,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-04-06,1:00:00 PM,PST-8,Wildfire,0,0,180000,0
753,MAZAMA ARPT,OKANOGAN CO.,WA,2011-05-14,3:00:00 PM,PST-8,Flood,0,0,0,0
754,LIBERTY,KITTITAS CO.,WA,2011-05-15,12:00:00 AM,PST-8,Flood,0,0,4000000,0
755,CLIFFDELL,YAKIMA CO.,WA,2011-05-15,3:45:00 AM,PST-8,Flood,0,0,0,0
756,MALAGA,CHELAN CO.,WA,2011-05-15,9:45:00 AM,PST-8,Flood,0,0,20000,0
757,POMONA,YAKIMA CO.,WA,2011-05-15,4:30:00 PM,PST-8,Flood,0,0,0,0
758,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-05-16,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
759,PROSSER,BENTON CO.,WA,2011-05-17,5:00:00 AM,PST-8,Flood,0,0,0,0
760,CONCONULLY,OKANOGAN CO.,WA,2011-05-22,3:00:00 AM,PST-8,Flood,0,0,0,0
761,OKANOGAN,OKANOGAN CO.,WA,2011-05-22,6:00:00 AM,PST-8,Flood,0,0,0,0
762,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-05-26,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
763,MAZAMA ARPT,OKANOGAN CO.,WA,2011-05-27,12:00:00 AM,PST-8,Flood,0,0,8000,0
764,OLDS,CHELAN CO.,WA,2011-05-28,5:00:00 PM,PST-8,Flood,0,0,0,0
765,OKANOGAN,OKANOGAN CO.,WA,2011-06-01,6:00:00 AM,PST-8,Flood,0,0,2000,0
766,OKANOGAN,OKANOGAN CO.,WA,2011-06-01,6:00:00 AM,PST-8,Flood,0,0,0,0
767,WINTHROP,OKANOGAN CO.,WA,2011-06-01,8:00:00 AM,PST-8,Flood,0,0,3000,0
768,BRIEF,CHELAN CO.,WA,2011-06-10,9:30:00 AM,PST-8,Flood,0,0,1000,0
769,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-06-15,9:00:00 AM,PST-8,Wildfire,0,0,0,0
770,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-06-16,1:45:00 PM,PST-8,Wildfire,0,0,15000,0
771,WENATCHEE,CHELAN CO.,WA,2011-07-25,6:00:00 AM,PST-8,Heavy Rain,0,0,0,640000
772,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-07-25,11:00:00 AM,PST-8,Wildfire,0,0,0,0
773,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-08-06,1:00:00 PM,PST-8,Wildfire,0,0,0,0
774,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2011-08-07,12:00:00 PM,PST-8,Wildfire,0,0,0,0
775,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-08-09,8:00:00 AM,PST-8,Wildfire,0,0,1000,0
776,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2011-08-12,4:00:00 PM,PST-8,Wildfire,0,0,0,0
777,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2011-08-17,2:00:00 PM,PST-8,Wildfire,0,0,0,0
778,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2011-08-21,2:00:00 PM,PST-8,Wildfire,0,0,0,0
779,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-08-29,5:25:00 PM,PST-8,Wildfire,0,0,0,0
780,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
781,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2011-09-07,11:07:00 AM,PST-8,Wildfire,0,0,4500000,0
782,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2011-09-18,11:00:00 AM,PST-8,Wildfire,0,0,0,0
783,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2011-11-13,12:30:00 PM,PST-8,Wildfire,0,0,0,0
784,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2011-11-17,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
785,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2011-11-18,9:30:00 AM,PST-8,Heavy Snow,0,0,0,0
786,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2011-12-27,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
787,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-01-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
788,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2012-01-17,5:30:00 AM,PST-8,Heavy Snow,0,0,0,0
789,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-01-17,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
790,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2012-01-17,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
791,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2012-01-18,1:30:00 AM,PST-8,Heavy Snow,0,0,0,0
792,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-01-18,2:00:00 AM,PST-8,Heavy Snow,0,0,0,0
793,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-01-18,3:30:00 AM,PST-8,Heavy Snow,0,0,0,0
794,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2012-01-18,3:30:00 AM,PST-8,Heavy Snow,0,0,0,0
795,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2012-01-18,3:30:00 AM,PST-8,Heavy Snow,0,0,0,0
796,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-01-18,7:30:00 AM,PST-8,Heavy Snow,0,0,0,0
797,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-01-18,7:50:00 AM,PST-8,Heavy Snow,0,0,0,0
798,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2012-01-19,4:00:00 AM,PST-8,Winter Storm,0,0,0,0
799,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2012-01-19,4:00:00 AM,PST-8,Winter Storm,0,0,0,0
800,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-01-19,6:00:00 AM,PST-8,Winter Storm,0,0,0,0
801,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-01-20,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
802,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-01-22,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
803,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-01-22,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
804,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-01-24,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
805,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-01-28,4:00:00 PM,PST-8,Winter Weather,0,0,0,0
806,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-01-29,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
807,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-02-17,6:50:00 PM,PST-8,Heavy Snow,0,0,0,0
808,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-02-18,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
809,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-02-24,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
810,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-02-24,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
811,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-02-28,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
812,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-02-28,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
813,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-02-28,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
814,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-02-28,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
815,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-02-28,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
816,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-02-28,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
817,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-03-12,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
818,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-03-12,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
819,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-03-12,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
820,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-03-20,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
821,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-03-20,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
822,SATUS,YAKIMA CO.,WA,2012-03-30,9:00:00 AM,PST-8,Flood,0,0,0,0
823,NACHES,YAKIMA CO.,WA,2012-04-23,9:45:00 PM,PST-8,Flood,0,0,0,0
824,PARKER,YAKIMA CO.,WA,2012-04-24,10:15:00 AM,PST-8,Flood,0,0,0,0
825,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2012-05-25,1:00:00 PM,PST-8,Wildfire,0,0,12000,0
826,NACHES,YAKIMA CO.,WA,2012-06-04,10:00:00 PM,PST-8,Flood,0,0,0,0
827,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2012-06-13,1:00:00 PM,PST-8,Wildfire,0,0,0,0
828,NACHES,YAKIMA CO.,WA,2012-06-17,6:00:00 AM,PST-8,Flood,0,0,0,0
829,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-07-05,1:30:00 PM,PST-8,Wildfire,0,0,0,0
830,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-07-10,11:00:00 AM,PST-8,Wildfire,0,0,0,0
831,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-07-12,11:00:00 PM,PST-8,Wildfire,0,0,0,10000
832,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-07-15,12:52:00 PM,PST-8,Wildfire,0,0,1000,0
833,ELLENSBURG,KITTITAS CO.,WA,2012-07-17,6:10:00 PM,PST-8,Heavy Rain,0,0,0,0
834,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-08-01,11:27:00 AM,PST-8,Wildfire,0,0,100000,0
835,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-08-05,11:00:00 AM,PST-8,Wildfire,0,0,0,0
836,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-08-13,12:00:00 PM,PST-8,Wildfire,0,0,8300000,0
837,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-08-14,7:30:00 PM,PST-8,Wildfire,0,0,100000,0
838,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-08-19,11:25:00 AM,PST-8,Wildfire,0,0,0,0
839,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-09-08,6:00:00 PM,PST-8,Wildfire,0,0,1500,0
840,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-09-08,8:00:00 PM,PST-8,Wildfire,0,0,600000,0
841,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-09-08,9:00:00 PM,PST-8,Wildfire,0,0,0,0
842,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2012-09-09,4:28:00 PM,PST-8,Wildfire,0,0,0,0
843,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-09-10,10:30:00 AM,PST-8,Wildfire,0,0,0,0
844,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-09-16,3:06:00 PM,PST-8,Wildfire,0,0,0,0
845,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
846,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-10-01,12:00:00 AM,PST-8,Wildfire,0,0,1500,0
847,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
848,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-10-02,3:40:00 PM,PST-8,Wildfire,0,0,500000,0
849,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-10-22,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
850,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-11-11,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
851,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-11-12,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
852,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-11-18,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
853,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-11-18,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
854,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-12-06,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
855,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-12-07,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
856,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-12-07,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
857,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2012-12-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
858,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-12-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
859,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2012-12-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
860,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-12-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
861,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2012-12-16,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
862,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-12-16,7:30:00 PM,PST-8,Winter Storm,0,0,0,0
863,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-12-16,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
864,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2012-12-16,9:00:00 PM,PST-8,Winter Storm,0,0,0,0
865,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-12-16,10:00:00 PM,PST-8,Winter Storm,0,0,0,0
866,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-12-17,12:00:00 AM,PST-8,Winter Weather,0,0,5600000,0
867,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2012-12-19,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
868,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2012-12-19,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
869,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2012-12-19,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
870,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-12-19,11:30:00 AM,PST-8,Winter Storm,0,0,0,0
871,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2012-12-24,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
872,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2012-12-25,2:30:00 PM,PST-8,Heavy Snow,0,0,0,0
873,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2012-12-25,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
874,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2012-12-25,4:30:00 PM,PST-8,Heavy Snow,0,0,0,0
875,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2012-12-25,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
876,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2013-01-06,7:30:00 PM,PST-8,Heavy Snow,0,0,0,0
877,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2013-01-07,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
878,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2013-01-08,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
879,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2013-02-22,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
880,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2013-03-07,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
881,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2013-03-19,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
882,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2013-04-08,9:50:00 AM,PST-8,Heavy Snow,0,0,0,0
883,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2013-04-14,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
884,BRACE,YAKIMA CO.,WA,2013-05-07,12:15:00 AM,PST-8,Flood,0,0,0,0
885,NELSON,KITTITAS CO.,WA,2013-05-09,2:36:00 PM,PST-8,Flood,0,0,0,0
886,OROVILLE,OKANOGAN CO.,WA,2013-05-10,12:00:00 AM,PST-8,Flood,0,0,0,0
887,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2013-05-22,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
888,LAKESIDE,CHELAN CO.,WA,2013-06-24,8:00:00 AM,PST-8,Heavy Rain,0,0,0,20000
889,ROYAL CITY,GRANT CO.,WA,2013-06-24,9:00:00 AM,PST-8,Heavy Rain,0,0,0,15000
890,RIVERSIDE,OKANOGAN CO.,WA,2013-06-24,3:05:00 PM,PST-8,Heavy Rain,0,0,0,0
