Year,Month,Average Temperature
1967,Apr,38.258125
1967,Aug,63.460689655172416
1967,Dec,30.085806451612903
1967,Feb,35.48193548387097
1967,Jan,33.4434375
1967,Jul,58.74935483870968
1967,Jun,54.1103125
1967,Mar,34.8859375
1967,May,45.86333333333334
1967,Nov,35.69193548387097
1967,Oct,44.34451612903226
1967,Sep,54.744375
1968,Apr,39.38
1968,Aug,54.145806451612906
1968,Dec,27.609333333333332
1968,Feb,35.44862068965517
1968,Jan,29.817586206896554
1968,Jul,59.148
1968,Jun,51.30129032258064
1968,Mar,38.861999999999995
1968,May,48.37068965517241
1968,Nov,36.73870967741936
1968,Oct,41.237096774193546
1968,Sep,50.3841935483871
1969,Apr,42.54806451612903
1969,Aug,55.544838709677414
1969,Dec,31.461666666666666
1969,Feb,30.159677419354836
1969,Jan,21.3646875
1969,Jul,56.715806451612906
1969,Jun,55.240625
1969,Mar,38.51137931034482
1969,May,48.9909375
1969,Nov,35.597187500000004
1969,Oct,40.72064516129032
1969,Sep,50.71354838709677
1970,Apr,39.61322580645161
1970,Aug,55.402
1970,Dec,29.219333333333335
1970,Feb,34.509032258064515
1970,Jan,28.815161290322582
1970,Jul,56.960625
1970,Jun,53.7451724137931
1970,Mar,37.096
1970,May,46.2
1970,Nov,34.617
1970,Oct,40.90129032258065
1970,Sep,48.961666666666666
1971,Apr,41.25225806451613
1971,Aug,57.728571428571435
1971,Dec,27.991
1971,Feb,32.16733333333333
1971,Jan,30.246
1971,Jul,55.67466666666667
1971,Jun,48.36741935483871
1971,Mar,32.94466666666667
1971,May,46.69862068965517
1971,Nov,34.90870967741936
1971,Oct,40.262142857142855
1971,Sep,47.61033333333333
1972,Apr,37.9746875
1972,Aug,56.64451612903226
1972,Dec,26.213333333333335
1972,Feb,30.886666666666667
1972,Jan,25.879310344827587
1972,Jul,55.4158064516129
1972,Jun,51.3416129032258
1972,Mar,37.63161290322581
1972,May,48.01903225806451
1972,Nov,35.3358064516129
1972,Oct,42.27034482758621
1972,Sep,47.41225806451613
1973,Apr,40.87806451612904
1973,Aug,55.64896551724138
1973,Dec,33.595
1973,Feb,32.6441935483871
1973,Jan,27.345483870967747
1973,Jul,55.76733333333333
1973,Jun,50.59766666666667
1973,Mar,37.00709677419355
1973,May,46.977
1973,Nov,33.330625
1973,Oct,42.111666666666665
1973,Sep,51.164375
1974,Apr,42.408620689655166
1974,Aug,55.806451612903224
1974,Dec,32.79482758620689
1974,Feb,33.41161290322581
1974,Jan,27.003548387096775
1974,Jul,54.18566666666666
1974,Jun,52.7190625
1974,Mar,36.15129032258065
1974,May,44.061875
1974,Nov,35.55925925925926
1974,Oct,41.36346153846154
1974,Sep,54.12866666666666
1975,Apr,37.650666666666666
1975,Aug,52.905806451612904
1975,Dec,31.795454545454547
1975,Feb,29.500645161290322
1975,Jan,28.885483870967743
1975,Jul,56.698965517241376
1975,Jun,49.8416129032258
1975,Mar,33.87733333333333
1975,May,45.9741935483871
1975,Nov,34.200625
1975,Oct,42.45129032258065
1975,Sep,51.046451612903226
1976,Apr,40.541818181818186
1976,Aug,53.78875
1976,Dec,30.142500000000002
1976,Feb,31.591290322580647
1976,Jan,30.773225806451613
1976,Jul,55.056875
1976,Jun,49.0046875
1976,Mar,33.781875
1976,May,46.4965625
1976,Nov,34.90344827586207
1976,Oct,42.574838709677415
1976,Sep,52.15354838709678
1977,Apr,44.850645161290316
1977,Aug,58.711612903225806
1977,Dec,29.867241379310343
1977,Feb,34.915625
1977,Jan,25.240645161290324
1977,Jul,54.821875
1977,Jun,53.84121212121212
1977,Mar,35.835454545454546
1977,May,44.5303125
1977,Nov,33.349375
1977,Oct,41.689032258064515
1977,Sep,48.806060606060605
1978,Apr,41.5128125
1978,Aug,55.60060606060607
1978,Dec,25.61032258064516
1978,Feb,34.02125
1978,Jan,30.369375
1978,Jul,56.76
1978,Jun,53.985757575757575
1978,Mar,38.22806451612903
1978,May,45.444375
1978,Nov,31.36466666666667
1978,Oct,44.62677419354839
1978,Sep,48.68206896551724
1979,Apr,41.9748275862069
1979,Aug,55.59
1979,Dec,33.82
1979,Feb,30.75
1979,Jan,20.343125
1979,Jul,58.32633333333333
1979,Jun,54.15625
1979,Mar,37.95129032258065
1979,May,50.32666666666666
1979,Nov,32.73030303030303
1979,Oct,43.87642857142857
1979,Sep,52.74774193548387
1980,Apr,43.269354838709674
1980,Aug,52.792
1980,Dec,33.46806451612903
1980,Feb,32.354193548387094
1980,Jan,24.470714285714283
1980,Jul,55.11266666666667
1980,Jun,48.77620689655173
1980,Mar,35.7071875
1980,May,46.535333333333334
1980,Nov,36.48375
1980,Oct,42.67551724137931
1980,Sep,49.70862068965517
1981,Apr,40.80290322580645
1981,Aug,58.216875
1981,Dec,30.899677419354838
1981,Feb,34.10666666666667
1981,Jan,33.67454545454545
1981,Jul,54.359032258064516
1981,Jun,49.207741935483874
1981,Mar,38.73774193548387
1981,May,46.79333333333334
1981,Nov,37.0540625
1981,Oct,41.40935483870968
1981,Sep,50.97967741935484
1982,Apr,38.65375
1982,Aug,54.929310344827584
1982,Dec,29.504
1982,Feb,31.528666666666666
1982,Jan,27.32
1982,Jul,52.67653846153847
1982,Jun,53.11827586206897
1982,Mar,35.88161290322581
1982,May,44.88857142857143
1982,Nov,31.511000000000003
1982,Oct,41.955333333333336
1982,Sep,49.047777777777775
1983,Apr,41.062999999999995
1983,Aug,55.82964285714286
1983,Dec,22.93642857142857
1983,Feb,35.3075
1983,Jan,33.41
1983,Jul,53.05896551724138
1983,Jun,50.719032258064516
1983,Mar,40.24428571428571
1983,May,46.80615384615385
1983,Nov,37.97870967741935
1983,Oct,40.82642857142857
1983,Sep,47.76068965517241
1984,Apr,39.568666666666665
1984,Aug,56.14625
1984,Dec,24.681153846153848
1984,Feb,33.83806451612903
1984,Jan,31.223870967741934
1984,Jul,59.58464285714285
1984,Jun,50.56484848484849
1984,Mar,39.09121212121212
1984,May,43.73800000000001
1984,Nov,33.934999999999995
1984,Oct,39.53785714285714
1984,Sep,47.66285714285714
1985,Apr,41.03689655172413
1985,Aug,52.77571428571429
1985,Dec,24.678
1985,Feb,27.959655172413793
1985,Jan,25.31966666666667
1985,Jul,58.65896551724138
1985,Jun,51.47689655172414
1985,Mar,34.27633333333333
1985,May,46.76206896551724
1985,Nov,24.926296296296297
1985,Oct,39.88807692307692
1985,Sep,47.00866666666666
1986,Apr,39.58833333333334
1986,Aug,58.52407407407408
1986,Dec,29.30214285714286
1986,Feb,32.65866666666667
1986,Jan,32.0434375
1986,Jul,51.88133333333334
1986,Jun,55.1696551724138
1986,Mar,40.535
1986,May,46.63548387096775
1986,Nov,35.603793103448275
1986,Oct,43.74290322580645
1986,Sep,46.77777777777778
1987,Apr,44.005483870967744
1987,Aug,54.244482758620684
1987,Dec,30.042857142857144
1987,Feb,34.160333333333334
1987,Jan,28.375172413793102
1987,Jul,55.919285714285714
1987,Jun,54.30862068965517
1987,Mar,38.056666666666665
1987,May,48.439677419354844
1987,Nov,37.001724137931035
1987,Oct,44.41703703703703
1987,Sep,53.34925925925926
1988,Apr,42.128
1988,Aug,53.89107142857143
1988,Dec,31.87366666666667
1988,Feb,33.83962962962963
1988,Jan,28.349333333333334
1988,Jul,55.37548387096775
1988,Jun,50.79774193548387
1988,Mar,36.873125
1988,May,47.348571428571425
1988,Nov,36.01206896551724
1988,Oct,46.07322580645161
1988,Sep,50.34870967741935
1989,Apr,43.9875
1989,Aug,55.60178571428571
1989,Dec,30.35892857142857
1989,Feb,25.344
1989,Jan,30.490000000000002
1989,Jul,55.089999999999996
1989,Jun,52.931000000000004
1989,Mar,36.604516129032255
1989,May,46.282333333333334
1989,Nov,36.663333333333334
1989,Oct,42.994615384615386
1989,Sep,54.535185185185185
1990,Apr,43.49933333333333
1990,Aug,55.78777777777778
1990,Dec,25.653599999999997
1990,Feb,30.070666666666668
1990,Jan,32.54241379310345
1990,Jul,57.05535714285714
1990,Jun,51.05866666666667
1990,Mar,37.593870967741935
1990,May,46.06466666666667
1990,Nov,38.021
1990,Oct,42.47724137931034
1990,Sep,56.89857142857143
1991,Apr,39.76259259259259
1991,Aug,55.848571428571425
1991,Dec,30.834
1991,Feb,36.638275862068966
1991,Jan,28.200666666666663
1991,Jul,54.2726923076923
1991,Jun,48.37862068965517
1991,Mar,35.613703703703706
1991,May,44.81285714285714
1991,Nov,33.82625
1991,Oct,41.74041666666667
1991,Sep,51.589999999999996
1992,Apr,43.15433333333333
1992,Aug,56.050000000000004
1992,Dec,28.11074074074074
1992,Feb,36.156
1992,Jan,30.297083333333333
1992,Jul,55.941
1992,Jun,54.062222222222225
1992,Mar,41.324285714285715
1992,May,48.72071428571429
1992,Nov,34.644642857142856
1992,Oct,43.18357142857143
1992,Sep,47.99
1993,Apr,41.7303125
1993,Aug,54.592
1993,Dec,31.123214285714283
1993,Feb,27.920357142857142
1993,Jan,23.9984
1993,Jul,52.306451612903224
1993,Jun,50.39241379310345
1993,Mar,35.66857142857143
1993,May,49.14148148148148
1993,Nov,31.152962962962963
1993,Oct,44.69625
1993,Sep,49.16703703703703
1994,Apr,43.442
1994,Aug,57.661071428571425
1994,Dec,30.96814814814815
1994,Feb,31.265714285714285
1994,Jan,33.89967741935484
1994,Jul,59.011785714285715
1994,Jun,51.2728125
1994,Mar,38.81212121212121
1994,May,48.35967741935484
1994,Nov,32.07208333333333
1994,Oct,41.67629629629629
1994,Sep,51.687407407407406
1995,Apr,40.41178571428571
1995,Aug,54.480714285714285
1995,Dec,31.36777777777778
1995,Feb,34.943461538461534
1995,Jan,31.58153846153846
1995,Jul,55.21851851851852
1995,Jun,50.800000000000004
1995,Mar,36.564827586206896
1995,May,47.597500000000004
1995,Nov,37.538148148148146
1995,Oct,42.32740740740741
1995,Sep,54.04111111111111
1996,Apr,42.40266666666666
1996,Aug,55.610689655172415
1996,Dec,29.01607142857143
1996,Feb,31.538888888888888
1996,Jan,30.10923076923077
1996,Jul,55.31807692307692
1996,Jun,50.05857142857143
1996,Mar,36.269999999999996
1996,May,43.340714285714284
1996,Nov,34.01769230769231
1996,Oct,40.59576923076923
1996,Sep,46.3652
1997,Apr,39.157037037037036
1997,Aug,56.312222222222225
1997,Dec,30.66076923076923
1997,Feb,32.349000000000004
1997,Jan,28.963846153846152
1997,Jul,54.48642857142857
1997,Jun,50.79551724137931
1997,Mar,36.33344827586207
1997,May,49.048
1997,Nov,36.39964285714286
1997,Oct,41.56333333333333
1997,Sep,51.38074074074074
1998,Apr,40.79892857142857
1998,Aug,57.5325
1998,Dec,30.143600000000006
1998,Feb,36.201875
1998,Jan,32.11307692307692
1998,Jul,58.284137931034486
1998,Jun,52.873703703703704
1998,Mar,38.176
1998,May,46.37785714285714
1998,Nov,36.79259259259259
1998,Oct,42.06758620689655
1998,Sep,52.83766666666667
1999,Apr,39.791199999999996
1999,Aug,55.80607142857143
1999,Dec,32.02413793103448
1999,Feb,33.56275862068965
1999,Jan,31.71695652173913
1999,Jul,52.94185185185185
1999,Jun,49.49068965517242
1999,Mar,35.873000000000005
1999,May,42.86961538461538
1999,Nov,37.653214285714284
1999,Oct,41.12448275862069
1999,Sep,51.16535714285715
2000,Apr,45.961111111111116
2000,Aug,57.720740740740744
2000,Dec,28.84807692307692
2000,Feb,32.45214285714285
2000,Jan,30.607000000000003
2000,Jul,57.301
2000,Jun,53.278965517241375
2000,Mar,36.29709677419355
2000,May,47.20407407407407
2000,Nov,31.676296296296297
2000,Oct,41.09074074074074
2000,Sep,47.7632
2001,Apr,39.30793103448276
2001,Aug,55.744482758620684
2001,Dec,32.44958333333333
2001,Feb,31.401333333333334
2001,Jan,30.173703703703705
2001,Jul,54.41206896551724
2001,Jun,49.42133333333333
2001,Mar,38.19413793103449
2001,May,46.683
2001,Nov,37.845555555555556
2001,Oct,41.01275862068965
2001,Sep,50.69965517241379
2002,Apr,40.5478125
2002,Aug,53.81107142857143
2002,Dec,33.293461538461536
2002,Feb,33.342666666666666
2002,Jan,32.642758620689655
2002,Jul,57.980357142857144
2002,Jun,51.67103448275862
2002,Mar,33.49354838709677
2002,May,43.79571428571428
2002,Nov,34.58884615384615
2002,Oct,41.61703703703704
2002,Sep,49.13607142857143
2003,Apr,41.18516129032258
2003,Aug,57.64555555555556
2003,Dec,31.141785714285714
2003,Feb,31.787241379310345
2003,Jan,34.504642857142855
2003,Jul,59.26
2003,Jun,54.10888888888889
2003,Mar,38.163225806451614
2003,May,44.24346153846154
2003,Nov,31.69125
2003,Oct,44.76464285714286
2003,Sep,50.73692307692308
2004,Apr,44.4275
2004,Aug,57.371071428571426
2004,Dec,33.951153846153844
2004,Feb,35.41903225806452
2004,Jan,28.680799999999998
2004,Jul,56.0424
2004,Jun,52.13071428571429
2004,Mar,39.2268
2004,May,46.964642857142856
2004,Nov,35.505185185185184
2004,Oct,44.96206896551725
2004,Sep,50.19538461538461
2005,Apr,42.365
2005,Aug,57.85035714285714
2005,Dec,28.897600000000004
2005,Feb,33.73870967741936
2005,Jan,30.919
2005,Jul,59.275000000000006
2005,Jun,54.49178571428571
2005,Mar,39.71225806451613
2005,May,51.09225806451612
2005,Nov,34.90076923076923
2005,Oct,42.74192307692307
2005,Sep,48.03407407407408
2006,Apr,41.251724137931035
2006,Aug,57.93653846153846
2006,Dec,31.650740740740744
2006,Feb,31.009
2006,Jan,34.771153846153844
2006,Jul,60.50307692307692
2006,Jun,52.969032258064516
2006,Mar,37.56933333333333
2006,May,46.408928571428575
2006,Nov,36.81307692307692
2006,Oct,43.28034482758621
2006,Sep,52.2675
2007,Apr,42.57967741935484
2007,Aug,56.515517241379314
2007,Dec,30.675925925925927
2007,Feb,34.625
2007,Jan,28.872962962962966
2007,Jul,59.77428571428572
2007,Jun,51.67
2007,Mar,41.06857142857143
2007,May,47.4264
2007,Nov,35.4444
2007,Oct,42.23892857142857
2007,Sep,51.11586206896551
2008,Apr,38.647777777777776
2008,Aug,56.56821428571429
2008,Dec,26.238148148148152
2008,Feb,35.297333333333334
2008,Jan,31.092799999999997
2008,Jul,58.35333333333333
2008,Jun,50.68464285714286
2008,Mar,36.026785714285715
2008,May,46.48833333333334
2008,Nov,38.822758620689655
2008,Oct,43.173793103448276
2008,Sep,53.67344827586207
2009,Apr,43.2548275862069
2009,Aug,59.78035714285714
2009,Dec,26.735625
2009,Feb,31.995
2009,Jan,29.45266666666667
2009,Jul,58.691923076923075
2009,Jun,54.8540625
2009,Mar,34.803999999999995
2009,May,49.14962962962963
2009,Nov,36.089000000000006
2009,Oct,41.399
2009,Sep,54.108
2010,Apr,41.346875
2010,Aug,55.3190625
2010,Dec,31.703
2010,Feb,37.84606060606061
2010,Jan,35.523
2010,Jul,54.79933333333334
2010,Jun,49.26931034482759
2010,Mar,38.79727272727273
2010,May,44.779375
2010,Nov,33.715333333333334
2010,Oct,43.99225806451613
2010,Sep,50.07551724137931
2011,Apr,40.3440625
2011,Aug,58.348125
2011,Dec,30.685
2011,Feb,32.380625
2011,Jan,32.998
2011,Jul,55.9753125
2011,Jun,50.956896551724135
2011,Mar,39.054375
2011,May,46.99366666666666
2011,Nov,35.67290322580645
2011,Oct,45.986999999999995
2011,Sep,56.644137931034486
2012,Apr,44.74633333333334
2012,Aug,60.460689655172416
2012,Dec,31.844074074074072
2012,Feb,35.122903225806446
2012,Jan,31.201724137931034
2012,Jul,59.943
2012,Jun,52.79366666666667
2012,Mar,37.88903225806452
2012,May,50.07666666666666
2012,Nov,38.3736
2012,Oct,44.619354838709675
2012,Sep,54.465357142857144
2013,Apr,41.13296296296296
2013,Aug,61.15034482758621
2013,Dec,27.543703703703702
2013,Feb,33.17370370370371
2013,Jan,28.653103448275864
2013,Jul,58.41571428571428
2013,Jun,55.62724137931035
2013,Mar,39.154444444444444
2013,May,48.93566666666666
2013,Nov,34.597142857142856
2013,Oct,43.47035714285715
2013,Sep,56.19931034482759
2014,Apr,46.04482758620689
2014,Aug,60.041666666666664
2014,Dec,34.606
2014,Feb,30.53518518518519
2014,Jan,32.730000000000004
2014,Jul,61.35121212121212
2014,Jun,53.11299999999999
2014,Mar,40.156129032258065
2014,May,48.6328125
2014,Nov,36.535862068965514
2014,Oct,47.98357142857143
2014,Sep,54.68645161290323
2015,Apr,42.681000000000004
2015,Aug,61.19571428571429
2015,Dec,31.95793103448276
2015,Feb,39.291481481481476
2015,Jan,34.135714285714286
2015,Jul,61.428064516129034
2015,Jun,58.67935483870968
2015,Mar,43.724333333333334
2015,May,49.86222222222222
2015,Nov,33.84888888888889
2015,Oct,45.91034482758621
2015,Sep,49.755625
2016,Apr,47.499
2016,Aug,57.63424242424242
2016,Dec,27.50862068965517
2016,Feb,37.7803125
2016,Jan,32.21366666666667
2016,Jul,59.94548387096774
2016,Jun,52.89129032258065
2016,Mar,41.16310344827586
2016,May,49.15333333333333
2016,Nov,40.349375
2016,Oct,45.85645161290322
2016,Sep,51.9584375
2017,Apr,43.803870967741936
2017,Aug,62.37866666666666
2017,Dec,31.417407407407406
2017,Feb,30.807741935483868
2017,Jan,26.08566666666667
2017,Jul,65.62793103448276
2017,Jun,56.20451612903226
2017,Mar,37.571724137931035
2017,May,51.395806451612906
2017,Nov,39.303333333333335
2017,Oct,43.845925925925926
2017,Sep,55.809999999999995
2018,Apr,44.513225806451615
2018,Aug,58.40896551724138
2018,Dec,34.12769230769231
2018,Feb,32.705999999999996
2018,Jan,36.659642857142856
2018,Jul,64.22535714285713
2018,Jun,55.349999999999994
2018,Mar,36.448181818181816
2018,May,52.18333333333333
2018,Nov,38.28357142857143
2018,Oct,46.74230769230769
2018,Sep,53.17689655172414
2019,Apr,43.551785714285714
2019,Aug,58.06424242424242
2019,Dec,33.42607142857143
2019,Feb,26.42206896551724
2019,Jan,33.89071428571429
2019,Jul,55.83322580645161
2019,Jun,52.18966666666667
2019,Mar,35.315185185185186
2019,May,52.57857142857143
2019,Nov,34.93
2019,Oct,39.2984375
2019,Sep,54.35137931034483
2020,Apr,42.699666666666666
2020,Aug,58.97379310344827
2020,Dec,33.57222222222222
2020,Feb,33.90566666666667
2020,Jan,36.147241379310344
2020,Jul,58.129
2020,Jun,53.48193548387097
2020,Mar,36.17321428571429
2020,May,51.24928571428571
2020,Nov,38.19769230769231
2020,Oct,44.92666666666666
2020,Sep,55.5884375
2021,Apr,42.861111111111114
2021,Aug,57.74423076923077
2021,Dec,30.582608695652173
2021,Feb,31.8475
2021,Jan,34.794642857142854
2021,Jul,68.096
2021,Jun,60.0248
2021,Mar,37.300333333333334
2021,May,50.137499999999996
2021,Nov,38.20884615384615
2021,Oct,42.973076923076924
2021,Sep,51.86703703703704
2022,Apr,43.365833333333335
2022,Aug,64.95681818181818
2022,Dec,41.180085949507095
2022,Feb,34.1612
2022,Jan,31.407916666666665
2022,Jul,67.298
2022,Jun,58.90347826086956
2022,Mar,39.6016
2022,May,50.530833333333334
2022,Nov,41.180085949507095
2022,Oct,41.180085949507095
2022,Sep,61.41863636363637
