Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa),County
1988-12,1.39,16.3,25,33.8,19.2,0.05,2.61,Okanogan
1989-01,0.68,15.7,25.2,34.7,18.6,0.1,3.34,Okanogan
1989-02,2.73,10.9,21.2,31.4,9.3,0.37,3.28,Okanogan
1989-03,1.35,24.9,33.8,42.7,22.5,0.45,5.08,Okanogan
1989-04,0.8,35.3,47,58.7,26.8,1.92,12.37,Okanogan
1989-05,3.09,41.2,52.3,63.4,33.2,1.68,13.67,Okanogan
1989-06,0.28,50.1,62.2,74.3,38.8,3.4,21.33,Okanogan
1989-07,1.13,51.9,65.8,79.6,38.9,4.25,26.42,Okanogan
1989-08,0.99,51.6,63.7,75.7,41.1,3.26,21.97,Okanogan
1989-09,0.27,45.5,59.3,73,36,3.18,20.57,Okanogan
1989-10,1.97,35.5,46,56.6,32.5,1.41,9.39,Okanogan
1989-11,0.53,27.5,35.3,43.2,26.6,0.4,4.33,Okanogan
1989-12,0.25,22.9,29.6,36.3,21.8,0.37,3.03,Okanogan
1990-01,2,20.8,29.2,37.6,21.6,0.19,3.84,Okanogan
1990-02,1.29,12.7,24.2,35.8,14.4,0.23,4.33,Okanogan
1990-03,0.88,27.4,38.9,50.3,24.9,0.79,8.01,Okanogan
1990-04,0.89,38.4,49.1,59.8,33.3,1.48,11.17,Okanogan
1990-05,5.07,40.6,49.9,59.3,37.6,1.13,9.87,Okanogan
1990-06,2.24,47,57.5,68,41.9,1.97,15.14,Okanogan
1990-07,1.16,55,67.7,80.4,45.9,4.14,25.49,Okanogan
1990-08,1.92,54.8,67.5,80.2,46.9,3.58,25.22,Okanogan
1990-09,0.07,49.3,63.4,77.4,40.5,3.82,23.36,Okanogan
1990-10,0.71,33.4,43.2,53,30.4,1.02,8.07,Okanogan
1990-11,1.06,25.8,34.3,42.8,28.2,0.1,3.9,Okanogan
1990-12,0.78,9.3,16.5,23.8,10.5,0.17,1.42,Okanogan
1991-01,0.77,11,19.1,27.3,12.1,0.11,1.98,Okanogan
1991-02,0.69,27.4,35.7,44.1,26.2,0.29,4.52,Okanogan
1991-03,1.29,25.1,34.5,44,21.7,0.67,5.56,Okanogan
1991-04,0.49,34.1,45.6,57,26.1,1.68,11.41,Okanogan
1991-05,1.95,41,51.3,61.6,34.4,1.81,11.38,Okanogan
1991-06,3.28,45.3,56.2,67.2,38.2,1.98,14.74,Okanogan
1991-07,0.79,53.3,66.7,80,42.3,4.47,25.5,Okanogan
1991-08,0.55,55,67.7,80.4,44.5,4.28,25.34,Okanogan
1991-09,0,47.8,61.8,75.8,37.1,3.82,22.35,Okanogan
1991-10,0.3,33.4,45.6,57.8,25.9,2.33,12.39,Okanogan
1991-11,2.03,26.5,32.3,38.1,24.4,0.65,2.73,Okanogan
1991-12,0.54,21.3,28.4,35.5,21.3,0.21,2.59,Okanogan
1992-01,0.98,21.5,27.8,34.2,21.2,0.22,2.52,Okanogan
1992-02,1.8,28.5,35.9,43.3,27.5,0.43,4,Okanogan
1992-03,0.48,31.8,43.8,55.8,27.5,1.04,9.75,Okanogan
1992-04,0.71,37.9,48,58,29.9,2.02,10.7,Okanogan
1992-05,0.26,43.5,56.6,69.7,32.9,3.66,18.82,Okanogan
1992-06,3.6,53.5,66,78.5,41.5,4.4,25.06,Okanogan
1992-07,2.72,53.4,64.7,76,45.7,2.58,20.4,Okanogan
1992-08,0.19,52.2,66.2,80.3,39.9,5.08,27.21,Okanogan
1992-09,0.14,42.5,55.8,69.1,33.2,2.95,17.37,Okanogan
1992-10,0.7,37.1,47.5,58,31.1,1.75,10.52,Okanogan
1992-11,2.06,26.2,32.2,38.2,25.7,0.3,2.54,Okanogan
1992-12,2.33,8,17.1,26.1,13.1,0,1.49,Okanogan
1993-01,1.23,8.4,14.9,21.4,9.3,0.21,1,Okanogan
1993-02,0.74,15,23.7,32.3,13.8,0.29,2.78,Okanogan
1993-03,0.51,26.7,34.8,42.9,21,1.08,5.31,Okanogan
1993-04,2.13,33.8,42.2,50.6,29.6,1.02,7.07,Okanogan
1993-05,0.55,46.1,58.5,71,37.4,3.08,19.79,Okanogan
1993-06,2.39,46.7,57.5,68.4,39.1,2.36,15.62,Okanogan
1993-07,3.05,48.7,58.9,69.1,40.5,2.36,16.28,Okanogan
1993-08,0.73,50.8,63.2,75.6,41.6,3.03,21.05,Okanogan
1993-09,0.42,45.1,58.8,72.5,36.4,2.92,20.98,Okanogan
1993-10,0.15,38.1,49.2,60.3,32.3,1.6,11.63,Okanogan
1993-11,0.15,16.6,27.5,38.4,15.8,0.4,4.62,Okanogan
1993-12,2.6,20.9,26.7,32.4,19.2,0.24,2.5,Okanogan
1994-01,0.98,23,30.1,37.2,23.1,0.21,2.71,Okanogan
1994-02,2.24,18.8,26.5,34.2,16.5,0.41,3.19,Okanogan
1994-03,0.42,28.2,39.5,50.7,20.9,1.28,9.11,Okanogan
1994-04,1.58,37.3,48.3,59.3,31.1,1.4,11.41,Okanogan
1994-05,1.78,43.4,54.6,65.8,36.8,2.03,14.56,Okanogan
1994-06,1.01,46.4,58.2,70,38.8,2.42,17.26,Okanogan
1994-07,0.09,56.6,70.8,85,42.2,5.54,33.38,Okanogan
1994-08,0.82,53.4,67,80.6,42.8,3.91,27.02,Okanogan
1994-09,0.23,48.9,62.6,76.3,40.1,3.28,22.82,Okanogan
1994-10,1,35.4,46.7,58,32.4,0.95,10,Okanogan
1994-11,2.85,20.1,27.5,34.9,22.5,0.07,1.98,Okanogan
1994-12,1.73,18.5,24.9,31.2,19.7,0.12,1.72,Okanogan
1995-01,3.36,16.9,24.2,31.5,18.9,0.01,1.79,Okanogan
1995-02,1.06,24,32.6,41.2,21.4,0.48,4.43,Okanogan
1995-03,3.44,26,35.6,45.3,24,0.47,5.44,Okanogan
1995-04,1.35,34,44.6,55.3,26.7,1.38,10.28,Okanogan
1995-05,1.12,43.4,56,68.6,35.5,2.3,18.01,Okanogan
1995-06,1.4,48.3,59.5,70.6,41.1,2.36,17.32,Okanogan
1995-07,0.15,54,66.6,79.2,43.5,4.13,24.41,Okanogan
1995-08,0.57,48.2,60.8,73.5,38.9,2.93,20.48,Okanogan
1995-09,0.38,48.7,62.1,75.4,39.5,3.27,22.47,Okanogan
1995-10,0.54,34.1,44.3,54.6,30.9,0.79,8.27,Okanogan
1995-11,1.99,26.6,34.2,41.8,26.7,0.2,3.3,Okanogan
1995-12,2.66,18.6,24.7,30.8,18.7,0.1,1.93,Okanogan
1996-01,1.45,11.7,19.1,26.5,15.1,0.1,1.32,Okanogan
1996-02,1.93,15,24.9,34.7,15.8,0.14,3.22,Okanogan
1996-03,0.22,24.6,35,45.4,19.4,0.76,6.5,Okanogan
1996-04,1.54,34.1,44.3,54.6,30.4,0.86,8.56,Okanogan
1996-05,1.78,38.2,48.2,58.1,33.4,1.05,9.89,Okanogan
1996-06,1.03,45.9,58.3,70.8,37.1,2.75,17.19,Okanogan
1996-07,0.28,54.5,68.6,82.9,43.3,5.04,29.51,Okanogan
1996-08,0.01,53.1,67.2,81.3,39.5,4.91,28.42,Okanogan
1996-09,1.3,43.6,55.4,67.2,38,1.92,15.1,Okanogan
1996-10,1.26,33.6,43.6,53.6,32,0.68,8.11,Okanogan
1996-11,1.89,22,29.5,37.1,23.2,0.15,2.7,Okanogan
1996-12,4.47,11.1,18.1,25.1,13.9,0.08,1.08,Okanogan
1997-01,1.99,12.8,21.4,30.1,16.6,0.03,1.72,Okanogan
1997-02,0.88,17.8,26.7,35.6,20.1,0.14,2.64,Okanogan
1997-03,1.36,24.6,34.1,43.7,23.6,0.29,5.11,Okanogan
1997-04,1.23,31.7,42.5,53.4,25.5,0.94,8.92,Okanogan
1997-05,1.59,42.5,53.8,65.1,37.8,1.47,13.63,Okanogan
1997-06,3.03,46,57.2,68.3,41.6,1.57,14.36,Okanogan
1997-07,0.78,50.9,64,77.2,44,2.52,21.75,Okanogan
1997-08,0.28,54.5,67.1,79.7,45.4,3.85,24.49,Okanogan
1997-09,1.3,46.8,59.1,71.4,43.6,1.57,16.38,Okanogan
1997-10,2.18,35.7,43.9,52.1,34.1,0.54,5.82,Okanogan
1997-11,1.02,27.4,35.3,43.2,27.3,0.36,3.64,Okanogan
1997-12,0.59,19.9,26.5,33.1,21.9,0.07,1.74,Okanogan
1998-01,3.13,18.3,24,29.7,20.2,0.06,0.97,Okanogan
1998-02,3.61,26.2,33.5,40.7,27.4,0.1,2.87,Okanogan
1998-03,1.5,29.9,38.5,47.1,26.8,0.6,5.69,Okanogan
1998-04,1.4,34.7,45.6,56.4,30.2,1.28,9.87,Okanogan
1998-05,3.78,44.2,55.3,66.4,41,1.27,13.76,Okanogan
1998-06,1.78,48.5,59.5,70.4,43.8,1.88,14.92,Okanogan
1998-07,1.08,58.7,71.6,84.5,48.1,5.3,29.23,Okanogan
1998-08,0.13,55,69,82.9,43.1,5.83,29.33,Okanogan
1998-09,0.09,50.8,64.3,77.8,38.5,5.35,25.91,Okanogan
1998-10,0.47,36.5,46.7,56.9,32.7,1.5,9.15,Okanogan
1998-11,2.64,30.7,36.9,43.1,29.2,0.48,3.38,Okanogan
1998-12,2.53,16.6,23.3,30,15.9,0.25,1.88,Okanogan
1999-01,1.59,21.3,28.1,34.9,21.6,0.25,2.43,Okanogan
1999-02,2.5,20,28.1,36.2,20.7,0.16,2.93,Okanogan
1999-03,0.99,25.7,34.6,43.5,23,0.56,5.17,Okanogan
1999-04,0.16,30.9,43.8,56.8,22.5,1.77,11.81,Okanogan
1999-05,1.04,38.2,49.4,60.6,29.2,2.32,13.36,Okanogan
1999-06,0.74,45.2,58.1,71,36.8,2.79,18.42,Okanogan
1999-07,0.2,48.8,63,77.1,38.8,3.64,23.74,Okanogan
1999-08,1.52,55.2,68.2,81.3,45,4.33,26.28,Okanogan
1999-09,0,43.9,58.3,72.6,33.4,3.6,21.09,Okanogan
1999-10,1.08,34.1,45.7,57.3,26.3,1.83,10.98,Okanogan
1999-11,2,30.7,37,43.3,30.5,0.28,3.05,Okanogan
1999-12,1.1,24,29.8,35.5,23.6,0.21,2.22,Okanogan
2000-01,1.44,17.7,24.2,30.7,18.7,0.14,1.83,Okanogan
2000-02,1.82,20.8,28.4,36.1,22.6,0.11,2.22,Okanogan
2000-03,1.29,28.8,37,45.3,25.3,0.65,5.25,Okanogan
2000-04,0.23,35.3,47.9,60.6,27.9,1.76,12.57,Okanogan
2000-05,0.64,39.4,51.2,62.9,32.2,1.68,13.14,Okanogan
2000-06,0.84,46.4,59.3,72.2,37.4,3.13,19.44,Okanogan
2000-07,0.91,51.3,65.4,79.6,39.8,4.1,25.57,Okanogan
2000-08,0.28,51.5,66.6,81.8,37.3,5.15,30.01,Okanogan
2000-09,0.13,44.4,57,69.7,35.7,2.59,17.17,Okanogan
2000-10,0.52,33.8,44.4,55,28.6,1.2,8.98,Okanogan
2000-11,1.11,21.6,28.6,35.5,21.9,0.19,2.64,Okanogan
2000-12,0.84,16.1,21.7,27.2,16.8,0.17,1.29,Okanogan
2001-01,0.5,19.3,25.5,31.8,21.6,0.09,1.67,Okanogan
2001-02,0.69,18.1,26.4,34.7,18.5,0.25,2.86,Okanogan
2001-03,1.23,28.1,37.1,46.1,24.9,0.69,5.85,Okanogan
2001-04,0.44,32.3,43.6,54.9,27.4,1.06,9.94,Okanogan
2001-05,0.57,40.7,54.2,67.7,30.5,2.9,18.23,Okanogan
2001-06,1.73,45.5,57.1,68.7,37.3,2.34,16.24,Okanogan
2001-07,1.1,52.7,66.4,80,39.9,4.23,27.05,Okanogan
2001-08,0.32,54.4,68.9,83.4,40.6,5.61,31.22,Okanogan
2001-09,0.59,47.3,62,76.8,36.5,3.61,24.41,Okanogan
2001-10,0.74,33.2,42.7,52.2,28.3,1.21,8.08,Okanogan
2001-11,2.1,29.4,36.4,43.4,30.6,0.21,3.44,Okanogan
2001-12,2.48,20.3,26.1,31.8,21.9,0.11,1.77,Okanogan
2002-01,0.96,20.7,27.5,34.3,21.8,0.19,2.32,Okanogan
2002-02,0.97,19.9,28.9,37.9,21.4,0.23,3.37,Okanogan
2002-03,0.76,22.9,31.3,39.7,19.8,0.62,4.67,Okanogan
2002-04,0.21,33.4,45.1,56.7,26,1.52,11.07,Okanogan
2002-05,1.12,39.7,51.3,62.9,31.9,1.8,13.76,Okanogan
2002-06,0.31,48.7,62.1,75.4,38.6,3.58,24.17,Okanogan
2002-07,0.35,53.3,69.5,85.8,38.6,5.81,35.3,Okanogan
2002-08,0.27,51,66.6,82.2,37.5,4.7,30.03,Okanogan
2002-09,0.21,44.9,59.4,73.8,35.7,3.13,21.75,Okanogan
2002-10,0,31.4,44.6,57.8,28.1,1.27,10.98,Okanogan
2002-11,0.94,27.3,34.9,42.5,26.7,0.47,3.6,Okanogan
2002-12,3.59,26.2,30.2,34.3,25.5,0.24,1.76,Okanogan
2003-01,2.78,23.7,29.1,34.5,25.1,0.1,1.67,Okanogan
2003-02,0.68,22,31.2,40.5,20.3,0.49,4.34,Okanogan
2003-03,1.14,27.9,37.5,47.1,25.1,0.67,6.17,Okanogan
2003-04,2.1,34.1,44.6,55.2,29.5,0.95,8.97,Okanogan
2003-05,0.36,40.1,51.6,63.1,33.3,1.72,13.43,Okanogan
2003-06,0.28,49.1,62.5,75.9,38.5,3.92,22.82,Okanogan
2003-07,0,55.1,70.5,85.8,36.8,7.42,35.88,Okanogan
2003-08,0,54.5,69,83.5,38.5,5.56,32.28,Okanogan
2003-09,0.35,46.4,60.7,75.1,36.7,3.31,23.77,Okanogan
2003-10,1.95,40.1,50.2,60.4,32.5,2.26,12.35,Okanogan
2003-11,0.82,20.6,28.5,36.3,18.1,0.53,3.45,Okanogan
2003-12,1.76,18.7,24.8,30.9,19.6,0.21,1.83,Okanogan
2004-01,1.13,18.1,23.7,29.2,17.7,0.21,1.64,Okanogan
2004-02,1.42,22.5,29.9,37.3,22.2,0.25,3.04,Okanogan
2004-03,0.88,30.1,40.8,51.5,24.4,1.2,8.76,Okanogan
2004-04,0.53,35.1,48.7,62.3,28.4,1.66,14.36,Okanogan
2004-05,1.38,40.6,53.2,65.9,37.3,1.18,14.34,Okanogan
2004-06,1.62,48.7,62.2,75.7,39.4,3.42,24.22,Okanogan
2004-07,0.17,54.1,68.9,83.7,41.7,5.01,31.15,Okanogan
2004-08,1.36,55.2,68.8,82.3,46,3.79,28.44,Okanogan
2004-09,0.36,44.7,56.7,68.7,39.5,1.77,16.09,Okanogan
2004-10,1.54,36,45.8,55.6,34.2,0.79,8.52,Okanogan
2004-11,0.29,26.5,34.2,41.8,26.8,0.36,3.64,Okanogan
2004-12,1.68,23.4,28.8,34.2,23.6,0.22,1.93,Okanogan
2005-01,1.23,17.8,23.2,28.6,17.5,0.16,1.32,Okanogan
2005-02,0.1,21,32.1,43.2,17.4,0.61,5.84,Okanogan
2005-03,1.1,29.9,40.2,50.4,25,0.86,7.88,Okanogan
2005-04,0.79,35.7,47.1,58.5,26.4,1.99,12.77,Okanogan
2005-05,2.02,43.6,55.4,67.3,37.9,1.64,15.42,Okanogan
2005-06,2.22,45.5,57.5,69.5,39.1,1.93,17.15,Okanogan
2005-07,0.51,52.2,66.9,81.6,38.6,4.41,29.28,Okanogan
2005-08,0.21,53.2,68.8,84.5,33.7,6.31,34.24,Okanogan
2005-09,0.5,44,57.2,70.3,33,3,19.12,Okanogan
2005-10,1.58,37.8,46.8,55.9,36.2,0.56,7.54,Okanogan
2005-11,2.56,24.5,30.8,37.1,24.8,0.15,2.29,Okanogan
2005-12,2.25,15.5,21.6,27.6,16.6,0.1,1.17,Okanogan
2006-01,3.43,24.2,30.1,36,24.7,0.1,2.07,Okanogan
2006-02,1.39,17.4,27.7,38,13.3,0.54,4.47,Okanogan
2006-03,1.47,26.8,36.4,45.9,23.2,0.62,5.94,Okanogan
2006-04,1.23,35.2,45.7,56.1,29.7,1.22,9.56,Okanogan
2006-05,1.98,41.4,53.6,65.8,33.6,2.1,15.48,Okanogan
2006-06,1.39,49.6,61.4,73.3,42.6,2.63,18.99,Okanogan
2006-07,0.39,56.8,70.6,84.5,41.7,6.53,31.57,Okanogan
2006-08,0,52.8,66.7,80.6,36.6,5.99,28.14,Okanogan
2006-09,0.43,45.6,59.2,72.8,35.9,2.95,21.05,Okanogan
2006-10,0.52,36.7,47.6,58.5,30.1,1.51,10.98,Okanogan
2006-11,2.87,23.5,30.6,37.7,23.4,0.19,2.81,Okanogan
2006-12,2.71,16.4,23,29.6,18.3,0.06,1.44,Okanogan
2007-01,0.57,11.2,20.1,28.9,13.4,0.08,2.12,Okanogan
2007-02,1.51,23.7,30.7,37.6,22.9,0.23,2.87,Okanogan
2007-03,0.68,27.9,38.2,48.5,26,0.68,6.4,Okanogan
2007-04,0.1,32.8,44.4,56,26.4,1.21,10.2,Okanogan
2007-05,0.75,41,54,67.1,32.6,2.2,16.3,Okanogan
2007-06,1.73,47.5,59.3,71.1,38,3.04,18.84,Okanogan
2007-07,0.93,58.2,71.4,84.7,43.1,6.61,31.68,Okanogan
2007-08,0.11,51.7,65.5,79.2,37.9,4.78,26.95,Okanogan
2007-09,1.14,44.7,58,71.3,33.2,3.18,20.82,Okanogan
2007-10,1.17,33.9,43.2,52.4,32.6,0.49,6.51,Okanogan
2007-11,0.65,24.2,32,39.8,23,0.4,3.94,Okanogan
2007-12,1.86,16.4,23.3,30.2,18.5,0.12,1.6,Okanogan
2008-01,1.57,10.2,18.4,26.5,12.9,0.1,1.5,Okanogan
2008-02,0.63,18.8,28.3,37.8,20.4,0.2,3.3,Okanogan
2008-03,0.87,24.7,35.2,45.7,21.2,0.45,6.29,Okanogan
2008-04,0.36,28.7,40.2,51.7,23.1,0.94,9.02,Okanogan
2008-05,0.81,42.7,55,67.2,35.8,1.85,16.02,Okanogan
2008-06,2.43,45.1,57.9,70.7,37.3,2.41,18.77,Okanogan
2008-07,0.45,53.8,68.2,82.6,39.6,5.28,29.92,Okanogan
2008-08,1.44,53.2,66.6,80,40.4,4.9,27.43,Okanogan
2008-09,0.1,44.5,58,71.5,33.3,3.19,20.32,Okanogan
2008-10,0.86,34.6,45.7,56.8,28,1.41,10.33,Okanogan
2008-11,2.05,29.2,36.1,43,28.4,0.32,3.55,Okanogan
2008-12,1.41,11.7,18.7,25.8,10.5,0.33,1.86,Okanogan
2009-01,0.96,14.4,22.5,30.5,14.8,0.25,2.36,Okanogan
2009-02,0.81,17.2,26.5,35.8,17.9,0.28,3.07,Okanogan
2009-03,0.97,22.9,32.8,42.8,17.4,0.82,5.8,Okanogan
2009-04,0.32,32.6,44.1,55.7,24.1,1.65,11.13,Okanogan
2009-05,1.14,40.3,53.3,66.2,31.3,2.28,17.09,Okanogan
2009-06,1,48.5,62.1,75.6,37.2,3.39,23.1,Okanogan
2009-07,1.04,55.1,69.7,84.3,40.7,4.95,32.14,Okanogan
2009-08,0.44,54.4,68.5,82.7,40.6,5.03,30.59,Okanogan
2009-09,0.51,47.7,61.9,76.1,37.4,3.06,23.68,Okanogan
2009-10,1.77,32.3,41.5,50.7,28.7,0.8,6.87,Okanogan
2009-11,0.69,27.4,35,42.6,25.8,0.5,4.34,Okanogan
2009-12,1.02,13.8,20.5,27.3,12.1,0.33,1.97,Okanogan
2010-01,2.44,24.8,30.1,35.4,25.5,0.12,1.74,Okanogan
2010-02,1.94,26.4,34,41.7,26.6,0.18,3.38,Okanogan
2010-03,0.72,28.8,39.7,50.5,24,0.94,7.67,Okanogan
2010-04,1.3,34.2,44.4,54.7,26.7,1.37,9.9,Okanogan
2010-05,2.99,38.6,49.6,60.6,32.6,1.45,11.91,Okanogan
2010-06,1.83,46.6,57.6,68.6,41.5,1.61,15.02,Okanogan
2010-07,0.18,52.2,66.8,81.3,40.2,4.52,29.14,Okanogan
2010-08,0.95,52,65.9,79.8,41.6,3.85,25.83,Okanogan
2010-09,1.2,45.6,56.3,67,42.4,1.12,13.17,Okanogan
2010-10,0.86,38.1,48.1,58,35.3,0.93,9.47,Okanogan
2010-11,1.28,22.9,30.1,37.4,22.3,0.28,3.32,Okanogan
2010-12,2.14,20.6,26,31.4,20.7,0.17,1.52,Okanogan
2011-01,0.88,17.4,24.6,31.7,17.1,0.23,2.32,Okanogan
2011-02,0.99,15.6,24.4,33.3,13.5,0.4,3.34,Okanogan
2011-03,3.2,27.7,35.3,42.9,26.1,0.32,4.25,Okanogan
2011-04,0.53,29.9,40.1,50.2,22.3,1.21,8.31,Okanogan
2011-05,2.94,39.5,50.1,60.6,34,1.31,11.39,Okanogan
2011-06,1.41,45.6,57.1,68.6,39.2,2.32,15.39,Okanogan
2011-07,0.68,47,61.5,76,40.7,2.03,21.97,Okanogan
2011-08,0,53.4,68.5,83.5,38.5,5.21,31.78,Okanogan
2011-09,0.17,47,61.8,76.6,34.2,4.06,25.69,Okanogan
2011-10,1.21,34.5,44.7,54.9,33.8,0.58,7.7,Okanogan
2011-11,1.55,22.1,30.5,38.8,20.6,0.49,3.9,Okanogan
2011-12,0.62,17.1,25.3,33.5,16.9,0.24,2.96,Okanogan
2012-01,1.23,13.8,22.5,31.3,14.3,0.25,2.61,Okanogan
2012-02,1.04,20.4,28.7,37,19.7,0.27,3.26,Okanogan
2012-03,3.27,26.1,35.7,45.4,22,0.62,6.2,Okanogan
2012-04,1.42,32,44.4,56.8,28.1,0.67,10.84,Okanogan
2012-05,0.58,38.4,50.5,62.7,29.5,1.85,14.45,Okanogan
2012-06,2.32,44,55.1,66.2,39.4,1.33,13.93,Okanogan
2012-07,1.98,54,68.1,82.2,46.5,3.13,27.58,Okanogan
2012-08,0,52.8,68.1,83.4,40.4,4.4,31.19,Okanogan
2012-09,0.02,45.9,60.9,75.9,35.1,3.31,23.1,Okanogan
2012-10,1.45,35,44.9,54.9,31.1,0.94,8.9,Okanogan
2012-11,3.65,29.3,35.3,41.3,29,0.26,2.96,Okanogan
2012-12,5,21.2,26.8,32.3,21.9,0.17,1.68,Okanogan
2013-01,0.7,12.6,19.2,25.9,14.9,0.06,1.33,Okanogan
2013-02,0.21,19.9,28.8,37.7,20.5,0.32,3.17,Okanogan
2013-03,1.03,26.7,36.5,46.4,23.4,0.59,6.23,Okanogan
2013-04,1.05,34.5,45.3,56,27.2,1.49,10.51,Okanogan
2013-05,1.5,41.6,53.9,66.3,36.2,1.6,15.69,Okanogan
2013-06,1.74,46.8,58,69.1,42.7,1.24,14.66,Okanogan
2013-07,0.31,54.2,68.9,83.5,41.6,4.08,30.76,Okanogan
2013-08,1.93,54,66.7,79.3,47.2,2.29,23.14,Okanogan
2013-09,2.58,46.6,58.8,71,45.1,0.86,16.46,Okanogan
2013-10,0.14,33.5,44.5,55.5,31.9,0.76,8.33,Okanogan
2013-11,1.55,24.2,31.7,39.2,23.5,0.38,3.23,Okanogan
2013-12,0.19,13.9,20.4,27,13.2,0.24,1.54,Okanogan
2014-01,0.48,20.9,27.2,33.5,20.6,0.21,2.36,Okanogan
2014-02,2.54,14,21.9,29.9,12.7,0.24,2.62,Okanogan
2014-03,0.96,25.8,35.2,44.7,23.3,0.47,5.58,Okanogan
2014-04,0.51,32.5,44.4,56.3,25.3,1.2,10.76,Okanogan
2014-05,0.83,41.6,54.4,67.1,35.5,1.63,16.11,Okanogan
2014-06,1.44,46.3,58.6,71,38.4,2.21,18.4,Okanogan
2014-07,0.54,56,70.3,84.6,42.3,5.47,32.43,Okanogan
2014-08,1.33,55.7,68.8,81.9,45.2,3.88,27.85,Okanogan
2014-09,0.41,46.2,59.3,72.5,38.4,2.37,19.31,Okanogan
2014-10,2.05,40.9,49.5,58,38.2,0.97,8.73,Okanogan
2014-11,2.39,24.2,31.7,39.2,21.7,0.44,3.5,Okanogan
2014-12,2.16,22.4,27.6,32.7,20.7,0.29,1.79,Okanogan
2015-01,0.8,20.8,26.4,31.9,21.9,0.05,1.44,Okanogan
2015-02,1.16,28.3,35.4,42.5,26.1,0.46,3.74,Okanogan
2015-03,0.75,32.4,42.4,52.4,27.6,0.97,8,Okanogan
2015-04,0.24,33.3,45.2,57.2,25,1.54,11.85,Okanogan
2015-05,2.11,43.7,56,68.2,36.9,1.72,16.44,Okanogan
2015-06,0.57,52.3,65.9,79.5,40.1,4.15,26.88,Okanogan
2015-07,0.26,56.5,70,83.4,41.3,5.66,30.63,Okanogan
2015-08,0.24,54.5,67.7,81,39.1,5.42,28.53,Okanogan
2015-09,0.21,43.6,55.8,68,35.7,2.1,16.58,Okanogan
2015-10,0.86,40.5,50.6,60.7,36.3,1.16,10.52,Okanogan
2015-11,1.86,25.2,33,40.9,23.5,0.41,3.96,Okanogan
2015-12,3.67,18.5,24.4,30.4,20.6,0.02,1.35,Okanogan
2016-01,3.32,20.7,26,31.2,22.1,0.04,1.12,Okanogan
2016-02,1.18,24.1,31.9,39.7,24.8,0.16,3.26,Okanogan
2016-03,2.89,30.3,39.5,48.8,26.8,0.63,6.68,Okanogan
2016-04,0.54,40.5,52.6,64.6,33.9,1.79,14.22,Okanogan
2016-05,0.79,45.5,56.8,68.2,37.4,2.24,15.95,Okanogan
2016-06,1.64,48.7,61.2,73.7,39.4,3.26,21.72,Okanogan
2016-07,1.35,53.9,66,78.2,44.1,3.47,23.89,Okanogan
2016-08,0.18,54,68.2,82.4,40.4,4.92,29.45,Okanogan
2016-09,0.08,44.8,57.3,69.8,36.8,2.34,17.54,Okanogan
2016-10,3.74,38.2,45.3,52.5,36.6,0.52,5.61,Okanogan
2016-11,1.89,34.4,40.6,46.9,33.9,0.23,3.79,Okanogan
2016-12,1.03,11.4,18.7,26.1,11.3,0.21,1.84,Okanogan
2017-01,2.24,11.3,18,24.6,11.6,0.13,1.37,Okanogan
2017-02,2.04,16.2,23.9,31.7,14.8,0.23,2.35,Okanogan
2017-03,2.16,27.5,35.2,43,25.6,0.33,4.31,Okanogan
2017-04,2.66,34.3,43.5,52.6,29.6,0.9,7.75,Okanogan
2017-05,1.73,42.7,54.4,66.1,38.5,1.41,14.76,Okanogan
2017-06,0.37,48.3,60.8,73.2,40.1,2.98,19.38,Okanogan
2017-07,0,55.8,70.8,85.8,38.8,6.45,33.46,Okanogan
2017-08,0,56.3,71.2,86.1,38.3,7,34.18,Okanogan
2017-09,0.11,47.6,60.4,73.2,37.4,3.56,20.97,Okanogan
2017-10,0.94,33.3,44,54.6,28,1.07,9.06,Okanogan
2017-11,2.25,28.1,33.5,38.8,25.5,0.32,2.71,Okanogan
2017-12,1.07,17.3,22.5,27.7,16.8,0.13,1.44,Okanogan
2018-01,3.41,22.7,28,33.2,23.6,0.05,1.51,Okanogan
2018-02,0.71,16.8,25.6,34.5,15.4,0.31,3.39,Okanogan
2018-03,3.45,26.8,35.8,44.7,24,0.6,5.48,Okanogan
2018-04,2.07,35.4,44.5,53.6,28.2,1.27,9.05,Okanogan
2018-05,0.76,48.2,60.2,72.3,40.3,2.38,18.75,Okanogan
2018-06,0.86,47.3,59.5,71.7,38.3,2.71,18.58,Okanogan
2018-07,0.16,55.5,69.7,84,39.5,6.14,32.37,Okanogan
2018-08,0.08,55,68.5,82,40,5.74,29.81,Okanogan
2018-09,0.1,45.6,57.2,68.7,35.6,2.85,17.44,Okanogan
2018-10,1.14,35.2,45.7,56.1,32,0.87,8.81,Okanogan
2018-11,0.68,27.3,34.8,42.3,26.6,0.24,3.83,Okanogan
2018-12,2.01,21,27.5,34,20.9,0.19,2.31,Okanogan
2019-01,1.46,19.6,27,34.5,21.3,0.08,2.36,Okanogan
2019-02,1.17,9.6,17.6,25.7,9.4,0.29,2,Okanogan
2019-03,0.96,22.4,32.6,42.7,19.8,0.54,5.71,Okanogan
2019-04,0.81,36.5,46.4,56.2,28.8,1.7,10.31,Okanogan
