Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa),County
2009-05,0.68,41.4,56.7,72.1,35.6,1.78,21.23,Yakima
2009-06,0.28,51,65.8,80.6,43.8,2.2,25.75,Yakima
2009-07,0,54.7,71.8,88.9,47.6,3.4,35.75,Yakima
2009-08,0.15,52.4,69.3,86.3,48.3,1.9,31.33,Yakima
2009-09,0.49,46,62.7,79.3,43.7,1.25,24.57,Yakima
2009-10,1.03,34.6,46.5,58.4,33.8,0.59,9.67,Yakima
2009-11,0.83,29.1,39.8,50.5,29.5,0.43,6.27,Yakima
2009-12,0.86,17.4,24.8,32.2,16.4,0.3,2.26,Yakima
2010-01,2.62,30.8,36.2,41.5,30.9,0.22,2.42,Yakima
2010-02,1.37,32.9,40.9,49,32.9,0.29,4.73,Yakima
2010-03,0.31,31.9,44,56,28.4,1.05,9.49,Yakima
2010-04,0.71,36.4,48.2,60,29.9,1.56,12.24,Yakima
2010-05,1.5,40.4,53,65.7,35.3,1.44,15.17,Yakima
2010-06,1.34,46.5,60.9,75.3,43.3,1.33,20.81,Yakima
2010-07,0.06,52.9,69.9,87,45.2,3.34,34.39,Yakima
2010-08,0.19,51.9,68.5,85.1,46,2.42,31.42,Yakima
2010-09,1.1,47.2,60.7,74.1,46.4,0.92,17.73,Yakima
2010-10,0.71,38.2,51.3,64.4,37.7,0.79,12.93,Yakima
2010-11,1.01,26.1,35.9,45.6,27.6,0.38,5.68,Yakima
2010-12,2.57,26.2,32,37.8,25.8,0.29,2.43,Yakima
2011-01,0.75,24.5,32.6,40.8,24.5,0.38,3.69,Yakima
2011-02,0.18,23,33.7,44.5,20.6,0.66,6.12,Yakima
2011-03,1.67,31.6,41.1,50.6,30.3,0.56,6.42,Yakima
2011-04,0.31,32.6,44.9,57.1,26.3,1.37,10.99,Yakima
2011-05,2.19,39.4,52.9,66.3,34.2,1.54,15.32,Yakima
2011-06,0.53,46.8,61.1,75.3,40,2.42,21.69,Yakima
2011-07,0.44,50,65.9,81.9,43.9,2.68,27.39,Yakima
2011-08,0,53.2,70.5,87.8,46.2,3.15,34.14,Yakima
2011-09,0.08,47.3,64.1,81,42.3,2.81,27.77,Yakima
2011-10,0.91,39,50.6,62.3,37.9,0.82,10.92,Yakima
2011-11,0.47,25.6,36.9,48.1,24.1,0.79,6.61,Yakima
2011-12,0.45,20.6,29.4,38.2,20.1,0.47,3.64,Yakima
2012-01,1.55,20.9,30.4,39.8,20.5,0.54,4.07,Yakima
2012-02,0.71,28.1,37.3,46.5,25.9,0.68,5.53,Yakima
2012-03,1.45,31,41.5,51.9,26.2,1.08,8.19,Yakima
2012-04,0.68,37.9,50.5,63,31.9,1.52,13.93,Yakima
2012-05,0.12,41.6,55.9,70.2,32.3,2.59,19.7,Yakima
2012-06,1.07,47.4,60.7,74,41.4,2.15,20.16,Yakima
2012-07,0.56,55.3,71.6,88,49.1,3.27,33.98,Yakima
2012-08,0,53.2,71.1,88.9,45.7,3.98,36.79,Yakima
2012-09,0,45.7,63,80.3,40.8,2.51,26.88,Yakima
2012-10,1.22,37.1,50.1,63.1,35.2,0.96,13.06,Yakima
2012-11,1.06,33.5,40.9,48.3,33.9,0.39,4.38,Yakima
2012-12,2.47,26.2,33.1,40,26.7,0.3,2.99,Yakima
2013-01,0.11,22.5,28.5,34.5,21.2,0.44,2.69,Yakima
2013-02,0.01,27.1,38.9,50.7,25.9,0.66,7.12,Yakima
2013-03,0.81,32.6,44,55.3,28.3,1.06,9.48,Yakima
2013-04,0.42,36.5,50.1,63.8,30.8,1.58,14.57,Yakima
2013-05,2.11,44.3,58.4,72.4,37.7,2.43,20.61,Yakima
2013-06,0.43,50.6,64.2,77.8,45.2,2.04,22.54,Yakima
2013-07,0,55.9,73.8,91.7,46.1,4.71,40.48,Yakima
2013-08,0.25,55.9,71.5,87.1,51.2,2.79,31.11,Yakima
2013-09,0.3,50.2,64.5,78.7,47.6,1.79,23.38,Yakima
2013-10,0.11,34.4,49,63.6,34.4,0.71,12.68,Yakima
2013-11,0.38,27.7,38.3,49,26,0.67,6.38,Yakima
2013-12,0.41,17.4,27.1,36.7,17.1,0.41,3.51,Yakima
2014-01,0.52,26.6,33.8,41,25.4,0.47,3.87,Yakima
2014-02,1.5,24.3,31.8,39.4,21.3,0.53,4.36,Yakima
2014-03,0.6,31.5,43.2,55,28.3,1.02,9.24,Yakima
2014-04,0.26,36.8,50.4,64,30,1.7,14.84,Yakima
2014-05,0.22,43.6,59,74.4,37.2,2.12,22.1,Yakima
2014-06,0.3,49.2,64.3,79.5,41.3,2.96,25.87,Yakima
2014-07,0.22,57.6,74.5,91.4,48.9,4.37,39.33,Yakima
2014-08,0.26,56.5,72.6,88.7,51,3.02,33.82,Yakima
2014-09,0.5,47.5,62.8,78.1,43.7,1.8,22.82,Yakima
2014-10,0.95,42.7,54.8,66.9,42.4,0.84,13.29,Yakima
2014-11,0.38,28.1,38.1,48.1,26.1,0.67,6.19,Yakima
2014-12,1.36,27.7,34.7,41.7,26.7,0.37,3.35,Yakima
2015-01,1.13,27.1,32.9,38.8,27.6,0.16,2.14,Yakima
2015-02,1.21,32.8,42.7,52.5,32.1,0.47,6.65,Yakima
2015-03,0.73,35.3,48.2,61.1,33.7,0.82,11.25,Yakima
2015-04,0.11,35.2,49.9,64.5,29.8,1.43,15.45,Yakima
2015-05,1.26,47.6,61.9,76.1,41.3,1.95,22.22,Yakima
2015-06,0.01,55,71.7,88.4,44.7,4.3,36.54,Yakima
2015-07,0.07,57.2,73.9,90.7,47.2,4.48,39.12,Yakima
2015-08,0,54.7,71.2,87.7,46.9,3.9,34.78,Yakima
2015-09,0,43.7,59.6,75.4,40.9,1.62,21.52,Yakima
2015-10,0.32,42.4,56,69.7,41.2,1.04,15.68,Yakima
2015-11,0.79,27.8,38.6,49.4,27.8,0.55,6.72,Yakima
2015-12,4.11,23.5,30.8,38,24.9,0.19,2.64,Yakima
2016-01,2.67,26.2,31.7,37.2,27,0.14,1.89,Yakima
2016-02,0.45,31.2,41,50.9,31.7,0.36,6.19,Yakima
2016-03,2.34,34.1,44.5,55,30.9,0.84,8.82,Yakima
2016-04,0.27,41.5,56.2,71,35.8,1.84,19.47,Yakima
2016-05,0.6,46.3,60.4,74.6,39,2.1,21.53,Yakima
2016-06,0.14,49.6,65.2,80.8,41.7,2.99,28.83,Yakima
2016-07,0.29,54,69.7,85.4,46.9,2.85,31.57,Yakima
2016-08,0.03,53.3,70.4,87.5,44.7,3.62,35.35,Yakima
2016-09,0.16,44.8,60.5,76.1,40.6,1.62,22.27,Yakima
2016-10,3.25,40.3,50.3,60.3,40.1,0.55,9.02,Yakima
2016-11,0.62,35.5,45.2,54.8,36.7,0.29,6.47,Yakima
2016-12,0.78,16.5,25.4,34.3,17.8,0.23,3.11,Yakima
2017-01,2.97,14.5,20.9,27.3,15.8,0.16,1.24,Yakima
2017-02,2.91,21.6,30,38.3,22.2,0.21,3.03,Yakima
2017-03,1.54,33.9,43.3,52.7,31.4,0.46,7.54,Yakima
2017-04,1.6,36.2,48,59.7,32.7,0.8,11.31,Yakima
2017-05,0.48,42.9,58.2,73.4,38.9,1.47,21.33,Yakima
2017-06,0.34,49.6,64.8,80,42.4,2.8,27.01,Yakima
2017-07,0,54.7,73,91.2,45.2,4.08,40.66,Yakima
2017-08,0.17,55.8,73.5,91.2,47.2,4.01,41.05,Yakima
2017-09,0.12,48.8,63.6,78.4,43.7,2.21,25.2,Yakima
2017-10,0.66,34.3,48.6,62.8,32.1,0.75,12.94,Yakima
2017-11,1.4,31.1,39.7,48.3,30.4,0.27,5.16,Yakima
2017-12,0.58,24.2,30.3,36.4,23.8,0.23,2.62,Yakima
2018-01,1.04,30.1,36.7,43.4,30.3,0.19,3.31,Yakima
2018-02,0.11,25.4,36.7,48.1,23.1,0.55,7.37,Yakima
2018-03,0.74,30.6,42.5,54.4,27.1,0.76,9.66,Yakima
2018-04,0.85,37.3,49.7,62.1,31.3,1.31,13.61,Yakima
2018-05,0.16,49,64.1,79.2,41.4,2.46,26.24,Yakima
2018-06,0.5,47.8,63.4,78.9,41,1.96,25.8,Yakima
2018-07,0,54.8,72.6,90.4,44.1,4.22,40.8,Yakima
2018-08,0,53.1,70.4,87.7,46.2,3.5,35.95,Yakima
2018-09,0,43.3,59.5,75.7,38.8,1.88,22.87,Yakima
2018-10,1.12,36.2,49.6,63,35.5,0.69,12.49,Yakima
2018-11,0.39,28.7,38.6,48.4,29.1,0.41,5.83,Yakima
2018-12,0.84,28.2,34.6,41,27.9,0.22,3.23,Yakima
2019-01,1.51,26.8,33.7,40.7,27.8,0.16,2.9,Yakima
2019-02,2.5,16.2,23.7,31.1,19.3,0.1,1.7,Yakima
2019-03,0.54,23.4,34.7,46.1,23.5,0.37,6.55,Yakima
2019-04,0.58,39.6,51.4,63.2,34.2,1.37,13.55,Yakima
2019-05,0.57,46.3,60.2,74.1,38.9,2.37,21.81,Yakima
2019-06,0.02,49.2,65.2,81.2,41.4,2.98,28.8,Yakima
2019-07,0.15,52.8,68.9,85,46.3,2.71,31.52,Yakima
2019-08,0.52,55,71.3,87.7,49.7,2.62,33.78,Yakima
2019-09,0.38,48,61.4,74.8,46.1,1.18,20.74,Yakima
2019-10,0.49,31.7,45.1,58.4,29.8,0.71,11.28,Yakima
2019-11,0.01,26.5,38.1,49.8,26.3,0.48,7.11,Yakima
2019-12,0.72,26.4,31.7,37,28.3,0.12,1.71,Yakima
2020-01,1.5,27.7,36,44.3,29.4,0.25,4.1,Yakima
2020-02,0,26.7,39.4,52.2,25.9,0.55,8.46,Yakima
2020-03,0.41,29.4,42.3,55.1,24.7,1.07,10.89,Yakima
2020-04,0.09,36.3,51.2,66.1,28.2,1.88,17.42,Yakima
2020-05,0.95,43.7,58.1,72.4,37.9,1.84,20.58,Yakima
2020-06,0.29,49.6,64.2,78.7,42.5,2.61,25.65,Yakima
2020-07,0,53.2,70.4,87.6,44.9,3.69,36.21,Yakima
2020-08,0,53.5,70.9,88.3,45,4.08,36.42,Yakima
2020-09,0.02,48.6,64.3,80,44.5,2.31,25.62,Yakima
2020-10,0.46,36.9,51.4,65.9,35.6,1.02,15.76,Yakima
2020-11,0.89,28.1,38.7,49.3,29.7,0.38,6.3,Yakima
2020-12,0.77,26.2,33.1,40,26.6,0.27,3.31,Yakima
2021-01,1.84,29.1,35.9,42.7,31,0.24,3.29,Yakima
2021-02,0.57,26,34.4,42.8,24.1,0.74,5.32,Yakima
2021-03,0.11,30.3,43.2,56.1,27.6,1.01,10.49,Yakima
2021-04,0.05,35.5,50.9,66.4,26.6,2.18,18.28,Yakima
2021-05,0.07,41.4,57.1,72.7,35.7,1.95,21.6,Yakima
2021-06,0.17,56,71.4,86.8,46.1,4.97,36.65,Yakima
2021-07,0.06,58.5,76.4,94.2,47.5,4.9,45.51,Yakima
2021-08,0.02,56.6,71.8,87.1,49.2,4.61,33.66,Yakima
2021-09,0.52,46.7,61.6,76.5,43.7,2.04,22.51,Yakima
2021-10,0.72,36.9,50.1,63.3,37.2,0.92,12.4,Yakima
2021-11,1.65,33,42.1,51.2,34.3,0.46,6.39,Yakima
2021-12,0.85,26,33.3,40.5,25.7,0.51,4.27,Yakima
