"Year","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Season"
"2012-2013","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2013-2014","M","0.0","0.0","M","0.0","M","M","M","M","M","M","M","M"
"2014-2015","M","M","0.0","0.0","0.0","0.0","M","0.0","0.0","M","M","M","M"
"2015-2016","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","M","0.0","0.0","0.0","M"
"2016-2017","0.0","0.0","0.0","0.0","M","M","M","M","M","M","M","M","M"
"2017-2018","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2018-2019","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2019-2020","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2020-2021","M","M","M","M","M","M","M","M","M","M","M","0.0","M"
"2021-2022","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","0.0","M"
