"Year","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Season"
"1982-1983","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"1983-1984","0.0","0.0","0.0","0.0","0.0","1.1","0.0","0.0","0.0","0.0","T","0.0","1.1"
"1984-1985","0.0","0.0","0.0","0.0","2.0","M","M","M","0.0","0.0","0.0","0.0","M"
"1985-1986","M","0.0","0.0","0.0","17.1","3.0","0.0","0.3","0.0","0.0","0.0","0.0","M"
"1986-1987","0.0","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","0.0","0.0","0.0","T"
"1987-1988","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","0.0","0.0","0.0","0.0","T"
"1988-1989","0.0","0.0","0.0","0.0","0.0","0.0","1.1","1.0","5.7","0.0","0.0","0.0","7.8"
"1989-1990","0.0","0.0","0.0","0.0","M","0.0","M","8.6","0.0","0.0","0.0","0.0","M"
"1990-1991","0.0","0.0","0.0","0.0","0.0","4.5","M","0.0","M","M","0.0","0.0","M"
"1991-1992","0.0","0.0","0.0","0.0","M","M","M","0.0","0.0","0.0","0.0","0.0","M"
"1992-1993","0.0","M","0.0","0.0","0.0","7.5","1.5","0.0","M","0.0","T","0.0","M"
"1993-1994","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.0","0.0","0.0","0.0","0.8"
"1994-1995","0.0","0.0","0.0","M","0.0","M","M","M","0.0","0.0","0.0","0.0","M"
"1995-1996","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.0","0.0","0.0","0.0","0.0","2.2"
"1996-1997","0.0","0.0","0.0","0.0","3.5","12.0","M","0.0","M","0.0","0.0","0.0","M"
"1997-1998","0.0","M","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","M"
"1998-1999","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","0.0","M"
"1999-2000","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","M","0.0","M"
"2000-2001","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","10.0"
"2001-2002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","M"
"2002-2003","M","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M"
"2003-2004","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","M"
"2004-2005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M"
"2005-2006","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2006-2007","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","M"
"2007-2008","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"2008-2009","0.0","0.0","0.0","0.0","0.0","M","4.1","1.1","2.0","0.0","M","M","M"
"2009-2010","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M"
"2010-2011","0.0","0.0","0.0","M","2.0","0.0","M","M","M","M","M","M","M"
"2011-2012","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2012-2013","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2013-2014","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2014-2015","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2015-2016","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2016-2017","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2017-2018","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2018-2019","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2019-2020","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2020-2021","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2021-2022","M","M","M","M","M","M","M","M","M","M","M","M","M"
