Year,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Season,County
1991-1992,0,0,0,0.3,T,T,T,T,0,0,0,0,0.3,Benton
1992-1993,0,0,0,0,1.5,9,16,9.6,3.2,0,0,0,39.3,Benton
1993-1994,0,0,0,0,T,0.8,M,M,0,0,0,0,M,Benton
1994-1995,0,M,M,0,0,0,T,0,M,M,M,M,M,Benton
1995-1996,M,M,M,M,M,M,M,M,M,M,0,M,M,Benton
1996-1997,0,0,M,M,0,M,M,0,0,0,0,0,M,Benton
1997-1998,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,Benton
1998-1999,0,0,0,0,M,M,0,0,0,0,0,0,M,Benton
1999-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,Benton
2000-2001,0,0,0,0,0,0,0,0,0,0,0,0,M,Benton
2001-2002,0,0,M,0,0,0,0,0,0,0,0,0,M,Benton
2002-2003,0,0,0,0,0,0,0,0,0,0,0,0,0,Benton
2003-2004,0,0,0,0,0,0,M,0,0,0,0,0,M,Benton
2004-2005,0,0,0,0,0,0,M,0,0,0,0,0,M,Benton
2005-2006,0,0,0,0,0,0,0,0,0,0,0,0,0,Benton
2006-2007,0,0,0,0,0,0,M,0,0,0,0,0,M,Benton
2007-2008,0,0,0,0,0,0,M,M,0,0,0,0,M,Benton
2008-2009,0,0,0,0,0,M,0,0,0,0,0,0,M,Benton
2009-2010,0,0,0,0,0,M,0,0,0,0,0,0,M,Benton
2010-2011,0,0,0,0,M,0,M,M,M,M,M,M,M,Benton
2011-2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2012-2013,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2013-2014,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2014-2015,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2015-2016,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2016-2017,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2017-2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2018-2019,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2019-2020,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
2020-2021,M,M,M,M,M,M,M,M,M,M,M,0,M,Benton
2021-2022,0,0,0,0,0,M,0,0,0,0,0,0,M,Benton
