Year,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Season,County
1960-1961,0,0,0,0,1,6,4,2,0,0,0,0,13,Whitman
1961-1962,0,0,0,0,7,8.5,2,T,3.5,0,0,0,21,Whitman
1962-1963,0,0,0,0,1,T,4,4,0,0,0,0,9,Whitman
1963-1964,0,0,0,0,0,7,5,2,T,T,0,0,14,Whitman
1964-1965,0,0,0,0,0.5,8,3,T,T,0,0,0,11.5,Whitman
1965-1966,0,0,0,0,T,3,5,4,1,0,0,0,13,Whitman
1966-1967,0,0,0,0,0,1,3,5,0.4,0,0,0,9.4,Whitman
1967-1968,0,0,0,0,0,5.9,1.5,0,0,0,0,0,7.4,Whitman
1968-1969,0,0,0,0,1,11.5,31,2.5,1,0,0,0,47,Whitman
1969-1970,0,0,0,0,T,4.5,5.5,0,2,T,0,0,12,Whitman
1970-1971,0,0,0,0,0.5,3,6,2,1,0,0,0,12.5,Whitman
1971-1972,0,0,0,0,T,12,3,5,T,T,0,0,20,Whitman
1972-1973,0,0,0,0,0,4,3.5,2,T,0,0,0,9.5,Whitman
1973-1974,0,0,0,0,4,6.5,5,0,T,T,0,0,15.5,Whitman
1974-1975,0,0,0,0,0,2.8,5.3,14.9,1,0.5,0,0,24.5,Whitman
1975-1976,0,0,0,0,6,0.2,4,T,1.2,0.5,0,0,11.9,Whitman
1976-1977,0,0,0,0,0,2,4.3,T,1,0,0,0,7.3,Whitman
1977-1978,0,0,0,0,3.5,7.5,5.3,0.5,1,0,0,0,17.8,Whitman
1978-1979,0,0,0,0,12,8.3,19.5,T,T,0,0,0,39.8,Whitman
1979-1980,0,0,0,0,3.5,0.5,14,4.5,3,0,0,0,25.5,Whitman
1980-1981,0,0,0,0,1.5,4,T,3.5,0,0,0,0,9,Whitman
1981-1982,0,0,0,0,T,7.2,20,T,T,1.5,0,0,28.7,Whitman
1982-1983,0,0,0,0,0,6,0.4,T,0,0,0,0,6.4,Whitman
1983-1984,0,0,0,0,T,15.3,1.2,T,T,0,0,0,16.5,Whitman
1984-1985,0,0,0,0,0.5,11.7,3.5,11.4,T,T,0,0,27.1,Whitman
1985-1986,0,0,0,T,M,5.3,2.7,8.9,0,0,0,0,M,Whitman
1986-1987,0,0,0,0,T,1.2,6.8,T,0,0,0,0,M,Whitman
1987-1988,0,0,0,0,T,4.9,4.7,0,0.8,0,0,0,10.4,Whitman
1988-1989,0,0,0,0,T,2.3,10.4,6.6,6.3,0,0,0,25.6,Whitman
1989-1990,0,0,0,0,0,0.4,0.4,7.3,0.2,0,0,0,8.3,Whitman
1990-1991,0,0,0,0,T,7.3,5.8,0,2.4,0,0,0,15.5,Whitman
1991-1992,0,0,0,0.8,T,M,T,T,0,0,0,0,M,Whitman
1992-1993,0,0,0,0,3,9.9,15.5,6.1,1.7,0,0,0,36.2,Whitman
1993-1994,0,0,0,0,2,0.4,0,1.3,T,0,0,0,3.7,Whitman
1994-1995,0,0,0,0,M,4.9,T,4.1,M,0,0,0,M,Whitman
1995-1996,0,0,0,0,0,M,16.9,1.9,0.2,0,0,0,M,Whitman
1996-1997,0,0,0,0,5.8,20.9,5.4,1,0.8,0,0,0,M,Whitman
1997-1998,0,0,0,0,0,3.8,3.8,0,0,0,0,0,7.6,Whitman
1998-1999,0,0,0,0,0,4.6,0.8,0.5,0.4,0.2,T,0,6.5,Whitman
1999-2000,0,0,0,0,0,3.2,7.1,2.4,0.7,0,0,0,13.4,Whitman
2000-2001,0,0,0,0,1.7,M,M,M,0,0.5,0,0,M,Whitman
2001-2002,0,0,0,0,4,11.5,3,1,4.7,0,T,0,24.2,Whitman
2002-2003,0,0,0,T,M,3,2,T,0,T,0,0,M,Whitman
2003-2004,0,0,0,0,0.5,6.3,M,3.5,0.5,T,0,0,M,Whitman
2004-2005,0,0,0,0,2.5,0.2,7,0.2,0,0,0,0,9.9,Whitman
2005-2006,0,0,M,0,M,M,T,0,M,0,0,0,M,Whitman
2006-2007,0,0,0,0,2.9,M,2.9,2,0,0,0,0,M,Whitman
2007-2008,0,0,0,0,M,5.3,14.6,1.1,M,0,0,0,M,Whitman
2008-2009,0,0,0,0,0,28.6,12.5,0.5,1.5,1,0,0,44.1,Whitman
2009-2010,0,0,M,0,T,1.4,T,0,0,M,0,0,M,Whitman
2010-2011,0,0,0,0,15.3,6.6,M,M,M,M,M,M,M,Whitman
2011-2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Whitman
2012-2013,M,M,M,M,M,M,M,M,M,M,M,M,M,Whitman
2013-2014,0,M,M,0,0.1,8.5,M,14.7,M,M,M,0,M,Whitman
2014-2015,0,M,0,0,M,M,M,M,M,M,0,M,M,Whitman
2015-2016,M,M,M,0,M,M,M,M,0.5,0,0,0,M,Whitman
2016-2017,0,0,0,0,0,M,15.2,6.5,M,M,M,M,M,Whitman
2017-2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Whitman
2018-2019,0,M,0,M,M,M,M,M,M,M,M,M,M,Whitman
2019-2020,0,M,M,M,0,1,5,M,M,M,M,M,M,Whitman
2020-2021,M,M,M,M,M,M,M,M,M,M,M,0,M,Whitman
