"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1987","15.60","10.64","18.44","4.58","7.47","1.18","1.42","0.69","1.90","0.56","10.06","18.95","91.49"
"1988","11.42","5.61","14.60","8.39","8.31","4.41","2.37","0.84","2.77","5.14","23.74","11.18","98.78"
"1989","14.07","9.19","15.56","4.63","3.53","2.47","5.18","1.41","0.39","8.47","13.20","9.07","87.17"
"1990","26.09","22.06","10.99","7.33","5.90","4.83","0.98","3.98","0.27","14.37","22.98","12.33","132.11"
"1991","14.64","14.54","9.32","15.21","4.97","3.04","1.12","4.53","0.15","3.18","18.78","11.25","100.73"
"1992","20.82","7.85","1.99","13.26","1.19","1.45","0.80","0.98","5.23","9.24","13.63","11.30","87.74"
"1993","12.01","1.64","12.74","15.10","6.83","5.56","2.02","1.15","0.18","3.64","5.15","18.80","84.82"
"1994","15.00","17.53","9.78","7.59","3.85","5.01","0.97","2.67","3.39","13.15","20.91","29.35","129.20"
"1995","19.78","12.19","15.07","8.60","2.38","3.42","0.98","3.75","6.55","12.27","27.32","19.90","132.21"
"1996","17.73","21.53","4.63","15.85","6.43","1.75","1.95","0.96","3.77","14.82","13.44","29.39","132.25"
"1997","20.17","6.97","25.62","9.98","4.31","5.19","2.64","3.37","10.51","20.10","12.42","14.83","136.11"
"1998","26.86","16.33","13.70","3.69","4.26","2.00","0.79","0.07","1.00","8.25","27.23","33.36","137.54"
"1999","20.74","32.02","13.33","4.03","5.69","4.86","1.62","1.57","1.24","7.44","27.37","25.06","144.97"
"2000","14.76","12.20","8.62","4.45","6.69","8.30","0.20","1.04","3.30","7.20","6.15","10.38","83.29"
"2001","8.20","8.18","8.19","9.01","5.91","3.95","1.51","9.29","1.86","8.19","24.51","24.87","113.67"
"2002","24.34","7.56","11.46","8.91","3.39","4.70","0.28","0.46","1.56","1.41","11.80","19.63","95.50"
"2003","22.76","6.31","22.35","10.09","3.00","1.04","1.50","0.03","2.88","14.24","17.09","16.32","117.61"
"2004","16.44","11.14","8.79","4.31","5.20","2.79","0.26","7.01","7.15","12.37","7.94","13.90","97.30"
"2005","11.42","3.54","13.49","10.33","7.14","4.12","2.75","1.15","2.02","11.64","13.91","23.57","105.08"
"2006","38.58","8.00","9.46","5.64","3.10","3.05","1.00","0.22","2.34","4.45","32.23","18.53","126.60"
"2007","10.60","15.69","14.70","6.10","2.89","4.51","4.04","1.17","3.84","14.56","7.17","21.94","107.21"
"2008","16.43","8.61","12.64","6.23","3.27","4.68","1.00","4.33","1.41","3.74","17.59","M","M"
"2009","16.89","4.69","10.61","6.52","M","0.96","0.78","1.37","3.88","13.01","25.60","8.97","M"
"2010","23.43","13.01","9.49","10.84","8.33","5.96","0.49","0.42","8.06","14.95","17.28","20.65","132.91"
"2011","17.32","8.57","20.27","11.24","5.85","2.78","1.70","0.33","7.71","8.04","15.55","9.67","109.03"
