"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2013","0.87","M","0.69","M","M","M","M","0.50","1.48","M","0.42","0.30","M"
"2014","0.47","M","1.25","M","0.40","0.25","0.18","0.39","0.00","0.88","0.43","2.23","M"
"2015","1.22","0.73","0.95","M","M","0.01","0.03","0.00","0.43","0.55","1.16","2.62","M"
"2016","1.56","0.76","1.84","0.70","1.16","0.63","0.42","0.18","0.35","2.75","0.77","0.90","M"
"2017","2.06","2.31","M","1.26","0.66","0.43","0.00","0.04","0.74","1.11","1.58","1.54","M"
"2018","1.50","0.57","0.55","2.24","1.39","0.20","0.00","0.01","0.00","M","M","1.70","M"
"2019","2.33","2.18","0.64","1.21","1.17","0.13","0.09","0.09","0.66","0.91","0.20","0.84","M"
"2020","1.42","1.04","0.65","0.17","2.29","0.65","0.02","0.00","0.02","0.57","1.70","1.04","9.57"
"2021","0.56","1.21","0.07","0.06","0.23","0.35","0.03","0.00","0.73","0.94","1.97","1.44","7.59"
"2022","0.73","0.19","0.85","1.55","1.63","1.87","0.43","0.00","0.00","M","M","M","M"
