"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1958","43.9","49.2","46.5","51.7","62.7","66.1","71.1","71.0","63.8","56.9","46.0","44.1","56.1"
"1959","41.2","42.2","46.9","52.0","55.7","62.5","68.5","65.9","60.6","55.1","44.7","40.0","53.0"
"1960","35.1","42.4","45.5","51.6","54.3","62.9","69.3","65.3","62.5","55.5","46.1","38.6","52.4"
"1961","44.0","46.3","47.5","50.5","57.3","66.4","69.8","70.7","60.2","53.1","42.9","40.6","M"
"1962","37.9","42.1","44.8","53.5","53.5","61.3","66.1","66.0","64.3","55.4","48.4","43.1","M"
"1963","35.0","48.9","46.3","50.0","58.4","60.3","63.5","66.5","65.6","55.6","46.7","39.2","M"
"1964","41.2","41.6","45.1","48.2","54.0","59.4","65.4","64.8","60.0","54.3","41.9","37.5","51.1"
"1965","M","44.4","48.1","53.1","54.5","62.2","69.5","68.5","61.6","57.6","49.6","40.1","M"
"1966","40.3","42.4","46.4","52.5","57.6","62.9","62.5","63.6","M","51.6","45.9","42.9","M"
"1967","43.3","42.3","43.0","45.6","55.0","62.7","65.1","68.6","64.1","53.3","46.1","39.9","52.5"
"1968","M","45.8","48.1","M","M","M","64.3","62.5","60.0","51.1","45.2","36.7","M"
"1969","31.4","38.6","45.3","49.1","57.8","64.5","64.3","62.0","61.2","51.0","45.9","41.1","51.0"
"1970","39.2","44.1","44.8","46.3","53.8","62.8","64.5","64.1","56.7","50.2","46.2","38.9","M"
"1971","39.0","41.8","M","47.5","54.9","56.7","65.9","67.2","57.4","50.1","44.5","38.5","M"
"1972","37.1","40.7","46.8","45.6","57.2","59.7","66.5","66.6","56.7","50.2","M","34.6","M"
"1973","36.8","41.5","44.9","48.8","55.8","59.5","64.6","61.1","59.8","50.6","42.0","43.0","50.8"
"1974","34.8","40.8","44.1","48.0","51.5","60.5","62.5","64.4","62.4","51.2","45.2","41.4","50.6"
"1975","39.5","39.1","42.1","43.7","53.6","58.0","64.6","60.1","60.2","50.7","42.6","39.9","49.6"
"1976","39.4","39.1","41.5","46.7","53.3","56.1","61.7","60.9","59.6","50.5","45.3","38.9","M"
"1977","33.1","42.6","42.7","50.3","51.2","60.7","62.3","67.6","57.3","50.4","42.0","41.0","M"
"1978","39.4","43.3","47.4","49.1","52.2","62.3","65.0","63.7","M","51.5","37.1","33.8","M"
"1979","28.4","39.4","46.9","48.6","55.5","60.0","65.0","63.7","61.1","53.7","41.7","42.1","50.6"
"1980","33.0","40.3","43.6","50.8","54.2","57.1","64.7","61.9","59.3","52.4","46.3","41.7","50.4"
"1981","40.9","41.8","46.6","48.6","54.2","58.3","62.6","66.5","60.2","50.3","46.8","41.7","51.6"
"1982","37.3","40.9","44.2","45.8","54.0","62.1","62.8","64.1","59.3","52.2","42.0","M","M"
