"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1937","1.37","1.19","1.84","1.77","0.04","3.00","0.31","0.33","0.80","0.06","3.61","1.85","16.17"
"1938","0.79","2.94","1.32","0.12","0.02","0.24","0.13","0.04","0.30","0.82","0.74","1.01","8.47"
"1939","0.64","1.43","0.50","0.10","0.96","0.38","0.06","0.02","0.59","0.71","0.25","2.72","8.36"
"1940","1.58","2.95","1.21","1.13","0.57","0.06","0.37","0.00","1.25","1.58","1.34","2.46","14.50"
"1941","1.66","1.14","0.72","1.77","1.45","1.58","0.08","2.35","1.36","0.26","1.55","2.32","16.24"
"1942","1.73","1.61","0.36","0.50","2.40","0.68","0.20","0.17","0.00","0.26","3.18","2.37","13.46"
"1943","0.94","0.44","0.76","0.49","1.22","1.48","0.12","0.22","0.00","1.51","0.55","0.20","7.93"
"1944","0.71","1.93","0.08","1.79","0.36","2.11","T","0.17","0.98","0.06","2.58","0.49","11.26"
"1945","1.27","1.76","0.57","0.40","2.46","1.18","0.00","0.27","0.45","0.77","2.04","2.49","13.66"
"1946","1.21","1.53","0.69","T","1.10","2.09","0.11","0.26","M","1.19","2.70","0.30","M"
"1947","0.52","0.60","0.60","0.60","0.25","1.66","0.53","0.06","0.88","2.94","0.43","1.01","10.08"
"1948","1.26","1.60","0.70","2.03","4.58","4.87","0.90","1.82","1.70","0.62","1.48","2.70","24.26"
"1949","0.45","1.34","1.33","0.10","0.22","0.18","T","0.04","0.75","0.48","1.70","0.63","7.22"
"1950","2.27","1.21","1.38","0.90","1.06","2.15","T","T","0.04","1.97","1.98","1.81","14.77"
"1951","1.37","1.46","1.43","0.02","1.96","1.47","0.62","1.55","0.17","1.08","1.55","1.57","14.25"
"1952","2.04","1.16","0.03","0.11","0.48","1.78","0.02","T","1.45","T","0.73","1.31","9.11"
"1953","M","M","0.14","0.68","1.88","1.68","T","0.67","T","0.27","1.05","1.26","M"
"1954","1.78","0.35","0.88","0.04","0.60","1.09","0.44","2.12","0.92","0.50","1.21","T","9.93"
"1955","1.30","M","0.70","0.77","0.44","1.52","0.49","0.00","0.48","0.85","1.40","2.75","M"
"1956","1.82","0.54","0.27","0.49","0.77","1.69","0.21","1.59","0.35","2.27","0.34","0.19","10.53"
"1957","M","1.02","M","0.80","1.90","0.58","0.00","0.44","0.44","1.79","0.48","0.40","M"
"1958","0.69","1.36","1.47","1.90","0.32","1.16","0.70","0.08","0.02","0.53","3.45","2.39","14.07"
"1959","1.52","1.82","0.80","0.20","0.73","0.44","0.00","0.00","2.29","1.36","1.14","0.52","10.82"
"1960","1.46","M","0.36","1.22","1.65","0.08","0.06","0.27","0.11","0.20","0.69","M","M"
"1961","0.23","0.42","0.54","0.51","0.99","0.14","M","0.42","0.03","0.18","1.22","1.43","M"
"1962","0.26","1.45","0.59","0.73","3.19","0.94","T","0.56","0.31","2.35","0.80","0.18","11.36"
"1963","0.30","0.28","M","M","M","0.20","0.56","T","0.18","0.17","1.54","1.93","M"
"1964","1.65","0.15","0.21","0.95","0.31","1.34","0.15","0.43","0.18","0.24","1.59","2.72","9.92"
"1965","1.39","0.25","0.27","0.92","0.30","0.38","0.69","2.05","0.09","0.05","2.38","1.94","10.71"
"1966","1.68","0.08","1.73","0.03","0.11","0.86","1.70","0.01","0.71","0.67","1.91","1.61","11.10"
"1967","1.20","T","0.45","2.12","1.63","1.10","0.03","0.00","0.04","1.56","0.28","1.53","9.94"
"1968","3.01","1.11","0.17","0.62","0.50","0.18","T","4.02","0.12","1.05","M","3.35","M"
"1969","2.32","M","M","1.19","0.19","0.44","T","0.00","0.77","0.10","0.13","3.39","M"
"1970","3.59","0.57","M","M","0.05","0.03","0.03","0.17","T","0.57","3.05","3.02","M"
"1971","1.87","0.49","1.50","M","0.07","1.15","0.16","0.06","1.04","0.74","1.54","2.12","M"
"1972","1.26","1.24","1.25","0.77","1.75","1.48","0.15","0.75","0.55","0.13","2.12","2.05","13.50"
"1973","1.01","0.11","0.03","0.02","0.17","0.21","0.10","0.04","1.83","1.00","4.29","3.21","12.02"
"1974","2.42","1.27","0.87","0.60","0.42","0.31","0.59","0.00","T","0.19","0.82","1.62","9.11"
"1975","1.79","2.11","1.05","1.21","0.76","0.71","0.65","2.14","0.14","1.81","0.74","1.31","14.42"
"1976","0.81","1.27","0.20","0.53","0.26","0.09","0.15","3.07","0.01","0.03","0.17","0.15","6.74"
"1977","0.10","0.60","0.68","T","0.98","0.50","0.01","1.02","1.04","0.21","1.39","2.71","9.24"
"1978","2.29","1.53","1.17","1.75","0.29","0.08","0.97","0.65","1.10","T","0.92","0.36","11.11"
"1979","0.64","0.98","0.23","M","M","M","M","0.45","0.16","1.30","1.60","2.35","M"
"1980","M","2.28","0.17","0.90","1.57","1.15","0.10","0.10","0.69","0.39","1.42","2.45","M"
"1981","1.76","1.47","0.03","0.10","2.58","0.78","0.71","0.20","0.51","1.36","1.71","2.22","13.43"
"1982","1.09","1.01","1.56","0.12","0.85","1.08","0.63","0.20","0.74","1.10","1.73","2.83","M"
"1983","2.49","2.03","2.76","1.40","0.50","0.68","1.24","3.22","1.04","0.08","5.32","2.16","22.92"
"1984","0.68","0.94","1.76","2.07","1.27","2.98","T","0.05","0.93","0.26","3.20","0.52","14.66"
"1985","0.32","0.67","0.86","0.01","1.02","0.62","0.11","0.02","1.20","0.47","1.11","1.14","7.55"
"1986","3.13","1.79","0.76","0.50","0.06","0.08","0.39","0.33","2.86","0.37","0.66","0.89","11.82"
"1987","1.23","0.95","0.88","0.76","0.48","M","M","0.08","T","0.02","0.55","M","M"
"1988","0.59","T","0.40","0.75","M","1.34","0.00","0.06","0.09","0.10","1.44","1.07","M"
"1989","0.22","1.67","M","1.13","1.04","0.22","0.22","M","M","1.59","0.97","0.23","M"
"1990","1.89","0.56","0.60","0.41","2.78","1.93","0.28","1.16","M","M","M","M","M"
"1991","M","0.08","1.48","0.42","2.48","1.47","0.39","0.36","0.01","0.66","1.28","0.50","M"
