"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1982","37.0","40.5","42.6","44.1","52.1","M","58.8","61.9","59.7","51.2","40.5","38.5","M"
"1983","43.6","44.2","46.8","49.5","M","57.1","M","M","M","50.1","44.9","34.1","M"
"1984","41.2","43.7","46.9","47.7","51.8","56.4","62.1","61.4","57.2","49.0","43.4","36.5","M"
"1985","38.6","39.8","41.8","48.2","53.4","57.4","64.8","61.6","56.3","49.7","35.8","37.2","48.8"
"1986","44.5","41.0","47.4","46.2","53.5","59.7","58.6","64.6","56.7","53.4","44.1","42.5","M"
"1987","40.7","44.7","46.4","51.1","54.8","59.3","60.4","63.4","61.2","55.1","47.6","38.0","M"
"1988","39.2","44.8","44.6","49.7","53.8","56.7","61.7","62.5","58.6","54.8","44.4","41.0","51.0"
"1989","39.3","35.1","41.8","51.6","54.2","60.3","59.6","61.5","61.7","51.2","45.5","41.9","50.4"
"1990","41.2","39.0","46.3","50.5","52.8","57.5","64.4","64.6","61.5","48.8","44.7","35.1","50.6"
"1991","38.8","47.7","42.6","48.6","51.5","55.4","61.3","61.3","60.8","51.0","45.9","42.7","50.6"
"1992","43.8","46.5","50.1","50.3","57.5","61.3","63.1","63.1","57.0","52.3","44.8","37.4","M"
"1993","35.6","41.2","46.0","48.6","56.9","58.2","59.5","62.5","59.2","54.1","41.0","40.0","50.3"
"1994","43.8","39.3","46.4","49.9","54.4","56.4","61.5","62.1","60.1","49.9","40.4","40.0","M"
"1995","42.1","44.4","45.2","48.5","55.3","57.9","63.0","59.7","61.6","50.9","47.5","41.1","M"
"1996","39.2","42.2","46.0","50.0","50.5","56.0","63.8","63.6","56.8","50.1","43.0","37.5","49.9"
"1997","41.3","42.7","42.9","48.0","56.8","57.2","61.4","63.4","60.9","51.5","47.0","41.7","51.3"
"1998","40.8","43.6","45.6","47.9","54.6","57.3","62.9","62.8","59.0","52.0","45.1","39.1","50.9"
"1999","40.8","40.2","41.8","48.0","49.8","55.3","59.8","62.1","58.4","49.9","45.3","41.2","49.4"
"2000","38.0","42.3","44.3","50.1","51.5","58.8","61.2","60.2","57.6","50.4","41.2","39.6","M"
"2001","41.6","40.2","44.5","46.7","52.4","55.5","58.7","60.9","57.5","49.4","45.1","39.7","49.4"
"2002","40.3","41.0","40.7","47.4","50.8","59.0","62.2","61.4","M","49.9","46.2","41.6","M"
"2003","44.9","41.9","45.0","46.9","52.8","60.2","62.5","M","M","M","40.4","39.6","M"
"2004","40.8","43.0","M","51.3","M","M","M","M","M","51.6","45.2","41.8","M"
"2005","41.2","42.3","47.7","49.3","57.3","57.8","62.7","63.3","56.5","51.4","42.3","40.4","51.1"
"2006","43.5","41.0","42.8","48.1","53.9","59.4","62.7","60.3","58.6","50.7","42.8","40.9","50.4"
"2007","39.3","42.5","44.9","47.3","52.4","55.7","62.7","61.5","56.5","49.4","41.9","37.9","49.4"
"2008","36.9","41.8","41.8","43.9","53.0","54.7","59.7","61.1","58.1","49.5","46.9","35.6","48.6"
"2009","37.7","40.3","41.1","46.8","52.0","58.6","64.0","61.8","59.1","49.7","44.7","36.0","M"
"2010","44.7","45.0","44.9","47.0","49.7","55.4","60.3","60.5","58.1","51.4","41.1","40.3","49.9"
"2011","40.1","38.0","42.3","43.1","49.4","55.4","59.0","60.7","59.6","49.5","40.4","38.5","48.0"
"2012","38.9","41.6","41.0","47.7","51.2","53.8","59.4","62.1","57.8","50.1","44.5","38.9","48.9"
"2013","37.0","41.3","44.0","47.4","53.2","57.8","60.9","61.8","59.2","50.1","43.6","37.4","49.5"
"2014","41.2","38.5","45.7","48.6","55.6","57.6","62.1","63.4","60.9","55.4","43.9","42.0","51.3"
"2015","43.7","47.6","48.0","48.1","54.3","60.7","64.3","63.7","56.5","54.6","41.1","40.5","52.0"
"2016","41.0","45.9","46.1","53.0","55.1","58.1","60.3","64.3","56.9","50.9","47.8","35.7","51.3"
"2017","36.7","39.1","42.7","47.2","53.9","57.5","60.3","63.8","60.2","49.7","43.7","38.1","49.5"
"2018","42.7","39.1","43.1","48.4","56.0","58.2","62.6","63.2","57.7","51.8","46.1","41.2","50.9"
"2019","42.5","34.6","44.5","49.4","56.5","58.1","62.3","64.0","59.2","48.7","44.6","42.1","50.6"
"2020","42.1","41.9","41.8","48.8","55.5","56.8","61.5","62.4","63.4","53.0","43.7","42.0","51.1"
"2021","41.5","38.9","42.9","49.3","53.4","63.4","62.7","63.6","59.1","49.5","45.3","36.1","50.5"
"2022","40.8","41.1","45.9","44.3","49.5","58.4","63.7","66.3","61.8","M","M","M","M"
