"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1960","22.5","35.4","42.2","47.8","54.0","63.6","75.9","67.3","62.4","51.9","39.3","28.5","49.2"
"1961","32.9","41.4","43.3","47.5","56.7","70.1","74.5","76.1","57.8","48.4","32.7","30.2","51.0"
"1962","28.5","36.0","39.5","52.1","52.7","62.6","69.2","66.8","62.8","50.7","41.5","35.9","49.9"
"1963","24.0","38.6","43.9","47.1","56.9","64.4","67.6","70.7","67.8","53.8","40.2","27.8","50.3"
"1964","33.3","36.0","39.2","46.2","55.4","63.5","70.7","65.7","59.3","52.4","36.6","26.6","48.8"
"1965","30.6","38.5","39.9","51.7","55.5","64.4","72.4","71.6","58.7","55.7","43.2","33.0","M"
"1966","33.2","37.8","42.8","48.9","59.0","62.5","69.0","70.5","66.0","50.3","41.7","36.5","51.6"
"1967","37.3","40.6","41.1","44.6","55.4","66.4","71.8","75.3","68.3","51.5","38.8","31.0","51.9"
"1968","33.4","40.8","45.1","46.1","57.0","64.0","72.8","66.9","62.5","48.1","39.3","29.8","50.4"
"1969","17.7","30.3","42.6","50.1","59.4","68.8","69.3","67.7","63.2","47.8","39.4","32.0","49.1"
"1970","29.6","39.6","41.6","44.7","56.5","68.8","73.7","71.7","57.4","48.8","39.3","31.5","50.3"
"1971","34.1","37.2","38.2","47.8","59.0","60.1","71.9","74.8","56.5","47.1","38.4","28.2","49.5"
"1972","28.1","33.5","44.4","45.5","59.3","65.2","70.5","72.3","56.5","49.5","40.2","26.2","49.3"
"1973","30.3","37.6","44.1","49.2","57.9","64.0","71.4","68.4","61.5","50.2","36.4","36.4","50.7"
"1974","M","M","M","M","M","M","M","M","M","M","M","M","M"
"1975","M","M","M","M","M","M","M","M","M","49.4","37.4","32.2","M"
"1976","32.7","34.7","39.1","47.0","55.9","59.1","69.1","65.7","64.3","48.8","37.2","31.1","48.8"
"1977","22.3","38.6","40.9","52.5","53.1","67.4","68.4","72.8","56.9","48.9","36.1","32.3","49.1"
"1978","30.4","37.3","44.6","48.2","53.0","64.3","69.1","66.9","58.5","48.8","31.0","23.9","M"
"1979","12.3","32.2","43.9","47.3","57.9","63.9","70.5","69.3","63.8","51.8","32.7","35.4","48.5"
"1980","21.6","34.3","40.4","52.5","57.0","59.7","69.4","64.3","61.1","50.5","39.5","35.7","M"
"1981","37.0","37.0","44.7","48.3","55.2","58.8","67.5","72.6","60.9","48.2","41.3","31.3","50.3"
"1982","26.2","35.8","42.5","44.8","54.7","66.3","69.5","70.1","60.8","48.1","35.1","30.7","48.8"
"1983","37.3","40.9","45.5","46.8","57.5","62.1","66.9","72.1","57.2","49.9","41.9","21.5","M"
"1984","30.9","36.7","44.7","46.5","52.2","60.9","71.1","70.6","58.5","46.4","38.5","23.9","M"
"1985","22.4","28.7","40.5","50.9","59.3","65.7","76.6","67.8","56.3","48.4","21.5","17.7","M"
"1986","32.0","35.3","46.3","47.3","58.1","68.0","66.1","74.0","57.7","51.8","38.1","29.1","M"
"1987","27.1","37.8","44.7","54.0","60.5","67.2","69.4","68.7","65.4","52.2","41.7","29.1","M"
