"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1993","M","M","36.8","45.4","M","59.4","61.3","64.5","56.6","48.4","29.3","30.5","M"
"1994","33.9","M","40.7","49.2","M","M","69.1","66.5","M","M","M","M","M"
"1995","M","M","38.6","M","M","M","M","M","M","M","M","M","M"
"1996","M","M","M","M","M","M","M","M","M","M","M","M","M"
"1997","M","M","M","M","M","M","M","M","M","M","M","28.7","M"
"1998","M","M","M","M","M","M","M","M","M","M","M","M","M"
"1999","M","M","M","M","M","M","M","M","55.3","44.2","M","31.5","M"
"2000","25.8","31.6","37.8","M","51.8","58.6","64.1","64.7","M","43.9","M","M","M"
"2001","M","24.3","M","M","M","M","M","M","M","41.4","M","M","M"
"2002","M","27.7","31.1","43.2","49.7","M","M","64.3","M","M","M","33.0","M"
"2003","32.5","31.4","39.6","M","M","M","69.0","M","M","49.0","M","M","M"
"2004","M","33.3","M","48.9","54.5","M","M","M","M","46.2","36.6","M","M"
"2005","26.0","31.6","41.3","47.8","55.8","M","67.2","65.0","M","M","M","M","M"
"2006","M","30.0","M","M","M","M","M","M","M","44.1","M","M","M"
"2007","M","32.4","M","M","M","M","71.1","M","M","M","M","M","M"
"2008","M","30.4","M","M","M","M","M","M","54.3","M","M","M","M"
"2009","M","28.5","M","42.0","50.2","51.9","M","M","M","M","M","M","M"
"2010","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2011","26.8","26.0","37.4","40.8","51.5","57.8","63.4","65.9","60.8","46.9","32.9","27.6","M"
"2012","27.7","31.7","37.3","47.4","52.3","M","M","66.5","58.8","45.8","37.8","30.8","M"
"2013","25.1","33.0","38.0","44.4","55.1","59.9","69.0","68.2","60.8","43.6","32.9","23.0","46.2"
"2014","28.8","M","37.5","45.1","55.2","59.3","70.3","68.3","58.9","50.1","32.2","29.6","M"
"2015","28.5","35.8","41.9","45.8","57.6","67.0","69.9","67.7","56.2","51.5","33.8","30.4","48.9"
"2016","29.2","36.3","40.9","52.3","57.1","62.8","66.0","67.0","56.2","46.4","41.4","22.3","48.2"
"2017","20.8","28.6","M","44.8","56.4","62.3","69.6","M","58.4","44.0","M","M","M"
"2018","M","27.0","M","43.8","M","60.0","M","65.4","55.6","44.2","34.6","M","M"
"2019","29.3","M","34.1","45.5","56.6","M","66.2","67.9","57.3","40.1","33.5","30.8","M"
"2020","30.9","31.7","M","44.5","53.9","M","65.4","66.9","58.1","44.9","34.3","M","M"
"2021","M","M","M","M","53.0","M","M","M","M","M","M","M","M"
"2022","M","M","M","M","M","M","70.4","M","M","M","M","M","M"
