Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
2010,1.12,0.57,0.85,1.77,1.81,1.46,0.34,0.12,1.12,1.36,1.79,1.95,M,Franklin
2011,M,M,M,M,M,M,M,M,M,M,M,M,M,Franklin
2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Franklin
2013,M,0.26,M,M,M,M,M,M,M,M,M,M,M,Franklin
2014,M,M,M,M,0.33,M,M,M,M,M,M,M,M,Franklin
2015,M,M,M,M,M,M,T,M,1.05,0.59,0.76,2.74,M,Franklin
2016,1.79,0.6,2.93,0.96,0.99,0.81,0.25,0.25,0.11,4.54,1.05,0.73,15.01,Franklin
2017,0.98,2.11,2.64,1.46,0.9,M,M,M,M,M,M,M,M,Franklin
2018,1.46,0.9,0.96,2.05,0.75,T,T,0.04,T,0.75,1.74,1.31,9.96,Franklin
2019,1.44,1.45,0.71,1.61,0.83,0.25,0.17,0.47,0.77,1.5,0.31,0.86,10.37,Franklin
2020,1.45,0.68,0.69,0.22,3.45,1.38,0,0.13,0.14,0.82,1.04,1.03,11.03,Franklin
2021,0.54,0.82,0.08,0.04,0.03,0.38,T,0.07,1.02,1.15,2.62,0.98,7.73,Franklin
2022,0.77,0.13,1.13,M,M,M,M,M,M,M,M,M,M,Franklin
