Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1963,24,38.6,43.9,47.1,56.9,64.4,67.6,70.7,67.8,53.8,40.2,27.8,50.3,Adams
1964,33.3,36,39.2,46.2,55.4,63.5,70.7,65.7,59.3,52.4,36.6,26.6,48.8,Adams
1965,30.6,38.5,39.9,51.7,55.5,64.4,72.4,71.6,58.7,55.7,43.2,33,M,Adams
1966,33.2,37.8,42.8,48.9,59,62.5,69,70.5,66,50.3,41.7,36.5,51.6,Adams
1967,37.3,40.6,41.1,44.6,55.4,66.4,71.8,75.3,68.3,51.5,38.8,31,51.9,Adams
1968,33.4,40.8,45.1,46.1,57,64,72.8,66.9,62.5,48.1,39.3,29.8,50.4,Adams
1969,17.7,30.3,42.6,50.1,59.4,68.8,69.3,67.7,63.2,47.8,39.4,32,49.1,Adams
1970,29.6,39.6,41.6,44.7,56.5,68.8,73.7,71.7,57.4,48.8,39.3,31.5,50.3,Adams
1971,34.1,37.2,38.2,47.8,59,60.1,71.9,74.8,56.5,47.1,38.4,28.2,49.5,Adams
1972,28.1,33.5,44.4,45.5,59.3,65.2,70.5,72.3,56.5,49.5,40.2,26.2,49.3,Adams
1973,30.3,37.6,44.1,49.2,57.9,64,71.4,68.4,61.5,50.2,36.4,36.4,50.7,Adams
1974,M,M,M,M,M,M,M,M,M,M,M,M,M,Adams
1975,M,M,M,M,M,M,M,M,M,49.4,37.4,32.2,M,Adams
1976,32.7,34.7,39.1,47,55.9,59.1,69.1,65.7,64.3,48.8,37.2,31.1,48.8,Adams
1977,22.3,38.6,40.9,52.5,53.1,67.4,68.4,72.8,56.9,48.9,36.1,32.3,49.1,Adams
1978,30.4,37.3,44.6,48.2,53,64.3,69.1,66.9,58.5,48.8,31,23.9,M,Adams
1979,12.3,32.2,43.9,47.3,57.9,63.9,70.5,69.3,63.8,51.8,32.7,35.4,48.5,Adams
1980,21.6,34.3,40.4,52.5,57,59.7,69.4,64.3,61.1,50.5,39.5,35.7,M,Adams
1981,37,37,44.7,48.3,55.2,58.8,67.5,72.6,60.9,48.2,41.3,31.3,50.3,Adams
1982,26.2,35.8,42.5,44.8,54.7,66.3,69.5,70.1,60.8,48.1,35.1,30.7,48.8,Adams
1983,37.3,40.9,45.5,46.8,57.5,62.1,66.9,72.1,57.2,49.9,41.9,21.5,M,Adams
1984,30.9,36.7,44.7,46.5,52.2,60.9,71.1,70.6,58.5,46.4,38.5,23.9,M,Adams
1985,22.4,28.7,40.5,50.9,59.3,65.7,76.6,67.8,56.3,48.4,21.5,17.7,M,Adams
1986,32,35.3,46.3,47.3,58.1,68,66.1,74,57.7,51.8,38.1,29.1,M,Adams
1987,27.1,37.8,44.7,54,60.5,67.2,69.4,68.7,65.4,52.2,41.7,29.1,M,Adams
1988,28.7,38.5,42.6,51.8,56.7,63,70.1,69.1,61.5,56.8,40.7,29,M,Adams
1989,32.5,24.5,40.8,52.4,55.1,66.3,70.5,66.9,63.2,49.7,41.4,30.5,M,Adams
1990,35.8,33.8,43.8,52.7,54.9,63.9,74.7,M,M,48.4,41.8,23.2,M,Adams
1991,26.1,M,40.3,49,54.3,59.3,70.2,M,64.3,48.7,37.4,35.3,M,Adams
1992,34.5,41.3,47.8,51.3,60.7,M,M,70.7,59.1,M,37.1,26.2,M,Adams
1993,22.5,27.4,39.9,48.3,M,61.9,63.6,67.3,61.3,52.5,31.7,32.9,M,Adams
1994,37.8,M,44.2,52.1,58.7,63.2,73.4,70.7,64.8,M,36.4,33.1,M,Adams
1995,33.2,40.6,42.8,47.8,58.4,63,M,65.5,64.8,46.8,41.4,31.2,M,Adams
1996,28.8,30.2,40.7,50.1,51.8,61.8,72.7,69.9,57.8,48.6,35.5,27.2,M,Adams
1997,30.1,35.5,43.8,46.6,59.1,61.8,68,72.5,63.4,48.3,40.3,M,M,Adams
1998,33.4,40.3,43.8,49,57.2,63.7,76,72.6,66,49.6,41.8,M,M,Adams
1999,35.1,38.3,42.5,46.9,53,60.7,68,72.1,60.6,49.3,43.8,35,M,Adams
2000,31.5,37.4,41.2,52.6,55.6,63.6,69,68.4,59.5,48.5,31,26.3,M,Adams
2001,29.2,32.9,42.7,46.5,58.4,60.1,69.9,72.6,64.2,48.5,41.8,32.3,M,Adams
2002,34.6,36.6,38.6,48.1,54.8,64.9,M,68.4,61,45.6,M,M,M,Adams
2003,36.2,37,M,49.7,54.5,65.1,72.9,71.5,64.6,55.1,M,31.9,M,Adams
2004,26,34.8,47,51.4,55.9,64.8,74,73,59.8,52.1,39,34.3,M,Adams
2005,30.7,37,44.8,50.7,59.4,62.7,71.6,71,59.3,51.8,36.4,M,M,Adams
2006,39.4,34.4,42.4,M,57.4,64.1,74,68.5,62.4,M,38.7,27.8,M,Adams
2007,27.1,35.8,45.6,48,57.6,M,74.7,67.8,M,48.9,M,M,M,Adams
2008,25.3,35.6,40,44.7,57.8,62.5,70.7,M,62.2,49.8,40.4,23,M,Adams
2009,28.8,35.3,39.3,47.6,56.8,64.5,72.9,70.8,64.5,46.5,38.7,24.7,M,Adams
2010,37.7,40.5,43.9,49.5,52.2,60.8,69.8,68.6,61.5,51.9,35.4,32.4,M,Adams
2011,32.2,32.9,42.5,44.1,53.2,60.3,68.5,71.1,70,54.9,37.3,27.9,49.7,Adams
2012,30.4,36.9,41.8,50.1,54.8,61.6,73.7,72.2,62.7,49.9,44.9,38.2,51.4,Adams
2013,27.7,38.1,44.1,48.4,57.3,64.1,74.1,72.5,65.7,49,36.8,26.5,50.4,Adams
2014,32.9,31.4,44.3,50.3,58.4,63.8,76.2,73,64.5,54.8,37.3,36.2,52.1,Adams
2015,35.8,45.8,51,50.9,61.4,71.5,74,72.3,59.8,56.3,36.4,33.2,54.1,Adams
2016,34.1,42.8,46.3,56.1,60.1,66.6,69.6,71,60,52.4,47.6,26.4,52.7,Adams
2017,23.2,32.1,44.6,49.4,59.6,65.7,73.2,73.8,63.7,49,42.2,31.8,50.8,Adams
2018,38.6,37.5,44.3,50.8,63.6,64.3,73.2,70.7,59.3,48.7,38.2,35.2,52.1,Adams
2019,34.5,25.4,37.7,52.6,60.7,65.3,69.8,72.1,62.6,45.3,36.2,33.2,49.8,Adams
2020,35.8,37.1,40.9,48.7,57.7,62.9,70.1,71.1,64.2,49.9,38.8,32.3,50.8,Adams
2021,35.5,32.2,43,49.8,56.8,71.8,76.1,71.1,61.6,50.2,41.3,30.7,51.8,Adams
2022,28.4,34.6,45,43.6,52.2,63.4,73.5,75.9,65.1,M,M,M,M,Adams
