Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1952,14.7,24.1,34.9,49.2,55.6,60.7,68.1,67.5,61.7,51.8,31.7,28.4,45.8,Okanogan
1953,28,29.1,39.1,46.1,53.6,57.3,66.6,66,59.1,49,35.9,27.1,46.6,Okanogan
1954,16.6,29.7,M,42.9,54.4,56.2,64.5,63.3,56.4,44,39.9,21.9,M,Okanogan
1955,19.5,23.4,26.9,41.3,51,61.5,65.4,65.6,58.4,44.5,22.8,15.3,M,Okanogan
1956,20.6,14.3,29.1,46.7,56.9,58.3,69.3,67.2,57.5,45,28.1,21.9,M,Okanogan
1957,7.9,21,M,48.3,60.1,62.5,65.7,62.1,61.6,45.7,33.9,26,M,Okanogan
1958,25.1,34.9,38.3,46.3,60.7,66.4,71.6,71,56.7,47.3,27,24.2,47.5,Okanogan
1959,19.4,23.7,34.9,46.8,53.1,60.5,67.9,M,55.3,46,30,24.3,M,Okanogan
1960,17.9,26.7,34,46,51.9,60.5,71.3,64.6,57.2,47.7,29.9,17.6,43.9,Okanogan
1961,21.8,31.7,36.9,46.4,54.7,65.1,70.3,70.8,55.5,43.1,26.6,19.8,45.3,Okanogan
1962,16.4,30.6,34.6,49.1,52.1,59.8,66.1,64.1,58.8,46.7,35.8,27.3,45.2,Okanogan
1963,19.3,32.8,39.5,45.3,54.2,62.1,65.2,67.3,62.4,48.7,33.3,22.8,M,Okanogan
1964,21.3,23.6,34,45.5,53.1,60.2,M,M,55.7,46.5,32.8,17.3,M,Okanogan
1965,23.1,25.4,33,47.6,51.7,61.8,67.4,66.4,53.2,47.4,35,22.1,44.6,Okanogan
1966,15.9,27.5,33.3,45.1,55.5,57.9,M,M,62.1,44.8,36.1,28.2,M,Okanogan
1967,26,33.2,37,42.2,53.2,62.9,66.8,69.2,62.6,45.8,34.2,20.7,46.2,Okanogan
1968,22.4,M,M,43.1,52.4,58.9,67.9,62,57.2,42.9,32.4,M,M,Okanogan
1969,4.1,21.3,M,45.2,56.9,66.3,64.9,63.6,M,43.8,32.7,23.6,M,Okanogan
1970,16.9,28.2,M,43,54.5,65.9,70.2,66.9,54.3,44.2,30.5,M,M,Okanogan
1971,21,26.2,30.1,44,57.3,M,M,70,M,M,32.1,M,M,Okanogan
1972,15.4,M,35.7,41.9,56.1,M,M,66.7,51.8,M,35.2,M,M,Okanogan
1973,18,28.6,39.6,M,M,M,68.9,67.5,59.5,45.4,28.4,26.4,M,Okanogan
1974,16.7,29.7,M,M,50.9,63.5,64.9,67.3,59.8,47.6,M,25.4,M,Okanogan
1975,17.8,21.9,32.9,43.9,53.9,60.1,71,63.9,59.1,46.2,31.3,24.8,44,Okanogan
1976,21.8,26.7,33,46.2,54.5,57.8,66.6,64.1,60.7,46.9,33.7,M,M,Okanogan
1977,17.5,33.5,39.1,49.5,52.3,65.7,67.4,71.2,56,45.4,32,20.6,M,Okanogan
1978,23.6,30.4,38.8,47,53.3,63.6,69.2,65.4,55.7,46,28.2,15.1,M,Okanogan
1979,9.9,24.6,37.8,44.5,55.5,63,69.6,M,59.5,49.4,29.4,M,M,Okanogan
1980,12.6,28.5,36.6,48.7,55.4,58.3,66.1,64,57.6,47,33.7,24.6,M,Okanogan
1981,30.6,29.6,41.7,45.1,53.3,56.7,65,69.3,58.2,44.8,35.7,19.6,45.9,Okanogan
1982,19.4,25.1,36.6,42,52.6,M,64.9,65.2,57.3,45.2,28.5,20.1,M,Okanogan
1983,27.2,30.8,40.2,46.1,55.7,60.4,62.5,67.2,54.1,45.7,35.3,10.2,44.8,Okanogan
1984,21.3,28.8,40,43.5,50.4,59.2,67.5,67.1,53.1,42.6,30.1,11.5,43,Okanogan
1985,18.9,18.8,34.7,46.4,56,61.4,71.4,65,53.9,44.5,20.1,15.8,M,Okanogan
1986,24.7,26.7,40.6,45.7,56,66.4,65,71.8,56.1,49.4,34.9,23.7,46.9,Okanogan
1987,21.6,32.1,40.3,51.5,57.3,65.3,67.8,67.1,62.8,50.1,37.2,20.4,47.8,Okanogan
1988,18.4,27.6,39.8,49.8,55.2,61.5,67.9,67.2,59.5,51.3,33.7,23.3,46.3,Okanogan
1989,22.6,21.7,35.1,49.7,54.2,64.9,67.3,64.8,59.8,47.2,37.1,27.7,M,Okanogan
1990,26.1,24,40.3,51.2,53.8,60.6,M,68.5,63,44.2,35.9,16.7,M,Okanogan
1991,20.7,37.5,38.1,46.8,54.6,58.7,67.8,69.3,62.2,46,33,26.1,46.8,Okanogan
1992,26.1,35.5,45.2,48.4,58.3,68,67.3,67.8,56.3,48.4,34.8,17.2,M,Okanogan
1993,16.3,25.9,36.3,45.8,60.6,60.3,62.5,64.7,59.8,50.2,28.4,24,44.6,Okanogan
1994,27.2,26.6,40.7,51.5,56.8,60,70.9,M,62.6,47.6,25,22.4,M,Okanogan
1995,22.5,30.3,35.7,46.3,58,61.5,68.4,62,61.7,45.5,33.3,24.2,M,Okanogan
1996,19.5,23.7,37.5,47.5,51.4,60.3,68.6,67.2,57.2,45.2,31.2,16.3,M,Okanogan
1997,20.9,25.9,35.5,44.9,56.7,59.5,65.2,67.9,60.5,45.3,37.1,25.1,45.6,Okanogan
1998,23.9,35,41.5,47.6,58.3,62.5,71.9,70.1,63.8,46.8,37.8,22.4,M,Okanogan
1999,27.6,29.6,36,46.3,51.8,59.8,65.7,69.2,57.5,45.3,39.6,29.4,M,Okanogan
2000,22.5,29.2,39.5,49.7,54.2,61.9,66.1,66.7,58.1,46.6,29.6,21.9,M,Okanogan
2001,26.3,26.8,40.7,46,56.1,59.6,68.7,69.4,61.5,45.5,37.4,24.4,M,Okanogan
2002,25.4,28.6,33.4,47.4,52.9,63.5,69.4,66.9,58.6,46.4,36.5,30.1,M,Okanogan
2003,26.9,28.9,39.5,47.2,54.1,64.4,71,69.5,61.4,50.4,29.7,20.3,M,Okanogan
2004,23.6,28.9,42.1,50.6,54.9,64.2,70.9,70.1,57.5,48.4,35.5,28.2,M,Okanogan
2005,22.5,31,42.5,48.5,57.8,61.4,67.8,68.8,57.7,48.6,M,21,M,Okanogan
2006,28.6,26.2,37.5,48.2,55.4,63.3,71.8,66.8,60.5,48.4,30.8,21.6,M,Okanogan
2007,17.5,30.6,39.2,46.9,56.2,61.5,72.6,66.3,59.4,45.6,31.9,19.1,M,Okanogan
2008,16.2,M,36.5,43.1,58.5,61.2,68.5,67.2,57.9,M,M,18.4,M,Okanogan
2009,19,27.2,34.1,46.5,55.2,63.6,70.5,69.5,62.6,M,35.2,20.9,M,Okanogan
2010,M,35.9,41,46.9,51.4,60.2,67.9,66.4,58.2,50.1,31.6,25.2,M,Okanogan
2011,23.4,25.7,36.9,42.3,52.1,59.7,64.8,68.7,61.6,46.6,29.8,22.2,44.7,Okanogan
2012,20,28.9,35.7,47.3,53.6,58.1,69.1,68.5,60.5,46.7,35.7,25.1,45.8,Okanogan
2013,17.2,30.5,39.1,47.1,55.9,61.4,71.1,68.4,60.9,45.6,33,19.6,45.9,Okanogan
2014,27.1,25.7,36.9,45.2,55.3,M,71.6,69.1,59.8,51.1,31.2,25.1,M,Okanogan
2015,24.9,34.9,44.7,47.2,58,68.6,72,68.5,56.9,50.7,30.6,21.9,48.3,Okanogan
2016,24.4,30.1,39,53.7,58.1,62.7,66.6,68.1,57.4,45.9,41.1,16.5,47.2,Okanogan
2017,17,23.1,36.5,45.2,56.2,62.7,70.8,69.8,59.2,44.4,33.9,21.7,45.2,Okanogan
2018,27.7,25.7,36,45.8,61.4,61.1,70,67.1,56.9,47,34.7,24.8,46.7,Okanogan
2019,24.4,17.7,32.3,47.7,58.5,63.3,67.2,69.3,58.8,41.8,33.4,25,45.1,Okanogan
2020,26.5,29.3,37.8,47.7,55.9,61.3,68.5,69.7,61.8,46.8,31.6,24.5,46.9,Okanogan
2021,25.6,26.8,37.7,48.4,54.9,67.5,74.9,69.7,58.6,46.2,36.6,20.7,47.4,Okanogan
2022,20.5,27.3,40.6,42.8,51.9,61.1,70.8,72,62.7,M,M,M,M,Okanogan
