Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
2003,46.9,43.2,47.2,48.3,53,60.4,62.4,61.3,60.3,55.6,42.9,42.4,M,Grays Harbor
2004,41.1,44.3,48,51.6,55.3,60,63.7,63.6,58.9,53.2,45.4,43.7,52.4,Grays Harbor
2005,43.3,43.7,48.9,49.4,57.6,58.7,61.8,61.8,57.2,53.4,44.8,41.9,M,Grays Harbor
2006,45.5,42.7,44.6,49.4,54.2,59.6,61.3,58.8,59.4,52.3,44.6,41.5,51.2,Grays Harbor
2007,39.7,44.3,46.1,48.2,52.5,56.2,M,61.5,57.9,50.7,44.4,40.8,M,Grays Harbor
2008,39,43.5,42.6,44.6,52.5,54.2,58.5,60.7,59,51,48.5,38.5,49.4,Grays Harbor
2009,40.8,41.4,42.3,46.7,52.7,58.8,61.4,61.2,61,51.3,46.2,37.4,M,Grays Harbor
2010,46.1,46.3,46.7,47.9,50.6,55.6,57.8,58.8,59.4,53.4,43.4,43.2,50.8,Grays Harbor
2011,42,39.7,44.7,44.5,50.6,56.8,59.5,60.9,60.6,52.5,43.2,40.2,49.7,Grays Harbor
2012,39.7,43.5,43,49,52.7,55.2,59.7,62.2,58.9,52.5,47,42,50.5,Grays Harbor
2013,38.7,43.1,45.6,48.3,53.8,58.8,60.7,61.5,61.1,52,46,37.4,50.6,Grays Harbor
2014,43.4,40.9,47.8,49.7,57.5,58.4,61.2,62.8,62.9,58.2,46.9,44.8,M,Grays Harbor
2015,45.3,49.2,49.5,48.5,53.8,59.4,64,63.9,58.7,56.3,45,42.9,53.1,Grays Harbor
2016,43.5,47.8,47.8,53.7,56.3,59,61.8,62.7,59.5,53.7,50.3,38.5,52.8,Grays Harbor
2017,38.4,41.4,44.2,48.5,53,58.7,60.4,63.2,61.6,52.5,45.9,40.9,50.7,Grays Harbor
2018,44.9,40.9,44.1,49.1,55.5,58.8,61,61.3,58.8,52.9,47.6,43.4,51.6,Grays Harbor
2019,43.5,37.4,46,50.1,55.9,58.3,62.7,64.4,60.3,50,45.5,42.4,51.4,Grays Harbor
2020,44.6,42.7,42.4,49,56.3,58.3,60.2,62.5,63.2,53.3,45.6,44.1,51.9,Grays Harbor
2021,43.1,39.8,43.5,49.7,52.9,M,61,61.1,58.9,51.4,46.5,M,M,Grays Harbor
2022,M,41.7,45.7,45.4,M,M,M,M,M,M,M,M,M,Grays Harbor
