Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
2006,34.5,30.9,35.7,42.9,50,56.9,63.1,60.4,56.5,M,35,30.6,M,Pierce
2007,28.7,34,M,40.5,M,53.9,M,59.2,54.6,M,36.8,30.3,M,Pierce
2008,28.1,32.3,M,M,M,50.8,59.5,60.3,54.8,43.9,40.2,M,M,Pierce
2009,30.1,31.6,32,M,47.1,56.6,65,60.7,56,M,34.4,M,M,Pierce
2010,M,37.4,M,39.1,44.4,50.5,59.9,60.4,52.5,46.3,M,31,M,Pierce
2011,31.2,29.7,34.5,36.1,43.3,51.9,56.4,60.6,58.6,44.8,33.4,31.4,M,Pierce
2012,M,32.9,33.2,41.9,47.4,50.9,60.8,64.2,58.7,M,M,M,M,Pierce
2013,29,M,M,39.8,49.1,55.6,63.1,62.7,56.2,M,M,M,M,Pierce
2014,M,30,37.6,42.2,51.2,53.7,64.4,61.6,56.9,M,M,35.1,M,Pierce
2015,M,M,M,43.1,52.6,61.7,64.8,63.1,52.5,50.3,M,31.8,M,Pierce
2016,31.8,36.5,37.6,49.8,M,55.8,59.2,62,52.4,M,M,M,M,Pierce
2017,26.8,31.1,34.1,39.1,50,55.6,61.9,65.2,56.4,M,35.9,M,M,Pierce
2018,35.3,31.2,35.7,41.4,53.8,54.5,65.6,63.9,54.2,M,M,M,M,Pierce
2019,M,M,M,M,M,54.6,59.8,61.9,53.2,39.9,M,M,M,Pierce
2020,31.9,31.1,M,42.2,M,53.2,60.5,60.9,57.9,M,M,M,M,Pierce
2021,M,29.6,35.1,M,M,59.8,64.4,62.1,53.8,M,M,29.9,M,Pierce
2022,31.6,31.3,37.5,M,M,54.1,63.3,M,60.8,M,M,M,M,Pierce
